county_name,district_name,school_name,street_address,city,state,zipcode,zipcode_extn,county_district_school_code
Hudson,Union City School District,Sara M. Gilmore Academy,1700 Kerrigan Avenue,Union City,NJ,07087,,17-5240-140
Somerset,Bridgewater-Raritan Regional School District,John F. Kennedy Primary School,255 Woodmere Street,Raritan,NJ,08869,,35-0555-067
Middlesex,Old Bridge Township School District,Jonas Salk Middle School,155 W GREYSTONE ROAD,OLD BRIDGE,NJ,08857,9625,23-3845-110
Salem,Oldmans Township School District,Oldmans Township School,10 FREED ROAD,PEDRICKTOWN,NJ,08067,9610,33-3860-010
Essex,Bloomfield Township School District,Oak View Elementary School,150 Garrabrant Avenue,Bloomfield,NJ,07003,,13-0410-140
Sussex,Vernon Township School District,Lounsberry Hollow School,30 SAMMIS ROAD,VERNON,NJ,07462,0219,37-5360-030
Bergen,South  Bergen Jointure Commission School District,Moonachie Campus,Robert L. Craig School,Moonachie,NJ,07074,,03-4845-070
Charters,Environment Community Opportunity (ECO) Charter School,Environment Community Opportunity (ECO) Charter School,817 CARPENTER STREET,CAMDEN,NJ,08102,,80-6232-920
Burlington,Delran Township School District,Delran Middle School,905 CHESTER AVENUE,DELRAN,NJ,08075,,05-1060-007
Camden,Pine Hill School District,John H. Glenn School,1005 TURNERVILLE RD,PINE HILL,NJ,08021,6526,07-4110-070
Essex,Glen Ridge Public School District,Linden Avenue School,205 LINDEN AVE,GLEN RIDGE,NJ,07028,,13-1750-080
Charters,Discovery Charter School,Discovery Charter School,240 Halsey St,NEWARK,NJ,07102,,80-6320-920
Salem,Salem City School District,Salem High School,219 WALNUT ST,SALEM,NJ,08079,9048,33-4630-050
Camden,Pennsauken Township Board of Education School District,Roosevelt Science Technology Engineering and Mathematics (STEM),5526 Wisteria Ave,Pennsauken,NJ,08109,1242,07-4060-180
Passaic,Paterson Public School District,School of Architecture and Construction Trades,61-127 PREAKNESS AVENUE,PATERSON,NJ,07502,,31-4010-307
Passaic,Paterson Public School District,School 27,250 RICHMOND AVE,PATERSON,NJ,07502,,31-4010-300
Atlantic,Hammonton School District,Hammonton High School,566 OLD FORKS ROAD,HAMMONTON,NJ,08037,,01-1960-050
Hunterdon,Holland Township School District,Holland Township Elementary School,710 MILFORD  WARREN GLEN ROAD,MILFORD,NJ,08848,,19-2220-060
Essex,Livingston Board of Education School District,Heritage Middle School,20 FOXCROFT DR,LIVINGSTON,NJ,07039,2614,13-2730-055
Bergen,Fair Lawn Public School District,Warren Point Elementary School,30-07 BROADWAY,FAIR LAWN,NJ,07410,3918,03-1450-140
Charters,The Kingdom Charter School of Leadership,The Kingdom Charter School of Leadership,121 West Church Street,Blackwood,NJ,08012,,80-6067-949
Camden,Winslow Township School District,Winslow Township Elementary School Five,130 OAK LEAF ROAD,BERLIN,NJ,08009,,07-5820-070
Bergen,Bergenfield Borough School District,Washington Elementary School,49 S  SUMMIT STREET,BERGENFIELD,NJ,07621,,03-0300-080
Essex,Bloomfield Township School District,Bloomfield High School,160 Broad Street,Bloomfield,NJ,07003,2628,13-0410-020
Bergen,Garfield Public School District,Woodrow Wilson School #5,205 OUTWATER LANE,GARFIELD,NJ,07026,2635,03-1700-130
Monmouth,Little Silver Boro School District,Markham Place School,95 MARKHAM PLACE,LITTLE SILVER,NJ,07739,1496,25-2720-050
Essex,Montclair Public School District,Northeast Elementary School,603 GROVE ST,UPPER MONTCLAIR,NJ,07042,,13-3310-140
Charters,Thomas Edison EnergySmart Charter School,Thomas Edison EnergySmart Charter School,150 Pierce Street,Somerset,NJ,08873,,80-6081-967
Mercer,Trenton Public School District,P.J. Hill Elementary,1010 East State Street,Trenton,NJ,08609,1506,21-5210-265
Union,New Providence School District,Allen W. Roberts School,80 JONES DR,NEW PROVIDENCE,NJ,07974,1121,39-3560-055
Ocean,Long Beach Island Consolidated School District,Ethel A. Jacobsen Elementary School,200 S. BARNEGAT AVENUE,SURF CITY,NJ,08008,,29-2760-020
Essex,Montclair Public School District,Charles H. Bullock School,55 Washington Street,MONTCLAIR,NJ,07042,,13-3310-060
Warren,Great Meadows Regional School District,Liberty Elementary School,334 MOUNTAIN LAKE ROAD,GREAT MEADOWS,NJ,07838,,41-1785-060
Hudson,Jersey City Public Schools,"Patricia M. Noonan School, PS #26",164 Laidlaw Ave,Jersey City,NJ,07306,,17-2390-302
Ocean,Toms River Regional School District,Walnut Street Elementary School,60 WALNUT STREET,TOMS RIVER,NJ,08753,,29-5190-107
Morris,Morris Hills Regional School District,Morris Hills High School,520 WEST MAIN STREET,ROCKAWAY,NJ,07866,3799,27-3370-050
Camden,Cherry Hill School District,Rosa International Middle School,485 Browning Lane,CHERRY HILL,NJ,08003,3160,07-0800-074
Morris,Morris School District,Lafayette Learning Center,31 HAZEL STREET,MORRISTOWN,NJ,07960,,27-3385-085
Monmouth,Middletown Township Public School District,River Plaza Elementary School,155 HUBBARD AVENUE,RED BANK,NJ,07701,5599,25-3160-160
Monmouth,Monmouth County Vocational School District,Communications High School,1740 NEW BEDFORD ROAD,WALL,NJ,07719,1320,25-3260-004
Essex,East Orange School District,Whitney E. Houston Academy,215 DODD ST,EAST ORANGE,NJ,07017,2106,13-1210-090
Union,Mountainside School District,Beechwood School,1497 WOODACRES DR,MOUNTAINSIDE,NJ,07092,,39-3470-060
Middlesex,South Brunswick School District,Indian Fields Elementary School,359 RIDGE ROAD,DAYTON,NJ,08810,,23-4860-100
Warren,Oxford Township School District,Oxford Central School,17 Kent Street,Oxford,NJ,07863,0510,41-3890-050
Essex,Newark Public School District,Ridge Street School,735 RIDGE ST,NEWARK,NJ,07104,2323,13-3570-610
Morris,Randolph Township School District,Randolph High School,511 MILLBROOK AVENUE,RANDOLPH,NJ,07869,,27-4330-050
Union,Summit Public School District,Primary Center at Wilson,14 BEEKMAN TERRACE,SUMMIT,NJ,07091,1702,39-5090-160
Somerset,Somerville Public School District,Somerville Middle School,51 West Cliff St.,Somerville,NJ,08876,1903,35-4820-055
Passaic,Paterson Public School District,School 25,287 TRENTON AVENUE,PATERSON,NJ,07503,,31-4010-280
Burlington,North Hanover Township School District,Endeavour Elementary School,1 School Road,Jb Mdl,NJ,08641,,05-3650-300
Hudson,Jersey City Public Schools,President Barack Obama Elementary School,1830 KENNEDY BLVD,JERSEY CITY,NJ,07305,2123,17-2390-280
Hudson,Weehawken Public School District,Theodore Roosevelt School,1 LOUISA PLACE,WEEHAWKEN,NJ,07086,,17-5580-080
Atlantic,Galloway Township Public Schools,Pomona Preschool,400 S  GENOA AVENUE,EGG HARBOR,NJ,08215,,01-1690-040
Somerset,Somerset Hills Regional School District,Marion T. Bedwell Elementary School,141 Seney Drive,Bernardsville,NJ,07924,,35-4815-030
Union,Union County Educational Services Commission,Hillcrest Academy-South,1571 Lamberts Mill Road,WESTFIELD,NJ,07090,,39-5245-025
Camden,Gloucester Township Public Schools,Erial Elementary School,20 ESSEX AVENUE,SICKLERVILLE,NJ,08081,,07-1780-050
Morris,Florham Park School District,Ridgedale Middle School,71 RIDGEDALE AVENUE,FLORHAM PARK,NJ,07932,,27-1530-030
Camden,Oaklyn Public School District,Oaklyn Public School,136 KENDALL BLVD,OAKLYN,NJ,08107,,07-3770-050
Hudson,Secaucus School District,Secaucus Middle School,11 MILL RIDGE ROAD,SECAUCUS,NJ,07094,,17-4730-080
Union,Rahway Public School District,Franklin Elementary School,1809 ST GEORGES AVE,RAHWAY,NJ,07065,2003,39-4290-080
Bergen,Park Ridge School District,East Brook Elementary School,167 SIBBALD DR,PARK RIDGE,NJ,07656,,03-3940-060
Camden,Gibbsboro Elementary School District,Gibbsboro Elementary School,37 KIRKWOOD RD,GIBBSBORO,NJ,08026,1432,07-1720-020
Atlantic,Egg Harbor Township School District,Clayton J. Davenport Elementary School,2499 SPRUCE AVENUE,EGG HARBOR TOWNSHIP,NJ,08234,4513,01-1310-033
Bergen,Palisades Park School District,Lindbergh Elementary School,401 GLEN AVE,PALISADES PARK,NJ,07650,,03-3910-070
Middlesex,Piscataway Township School District,Randolphville Elementary School,ONE SUTTIE AVENUE,PISCATAWAY,NJ,08854,,23-4130-120
Morris,Roxbury Township School District,Nixon Elementary School,275 MT  ARLINGTON BOULEVARD,LANDING,NJ,07850,,27-4560-085
Bergen,Montvale Board of Education School District,Fieldstone Middle School,47 Spring Valley Road,Montvale,NJ,07645,,03-3330-020
Cumberland,Upper Deerfield Township School District,Charles F. Seabrook School,1373 Highway 77,SEABROOK,NJ,08302,4261,11-5300-050
Camden,Stratford School District,Parkivew Elementary School,123 PARKVIEW RD,STRATFORD,NJ,08084,,07-5080-045
Bergen,Glen Rock Public School District,Glen Rock High School,400 HAMILTON AVENUE,GLEN ROCK,NJ,07452,2328,03-1760-050
Charters,BelovED Community Charter School,BelovED Community Charter School,508 Grand Street,Jersey City,NJ,07302,,80-6082-963
Union,Clark Township Public School District,Valley Road School,150 VALLEY ROAD,CLARK,NJ,07066,,39-0850-040
Hunterdon,High Bridge Borough School District,High Bridge Elementary School,40 FAIRVIEW AVENUE,HIGH BRIDGE,NJ,08829,1503,19-2140-060
Salem,Penns Grove-Carneys Point Regional School District,Paul W Carleton,251 MAPLE AVENUE,PENNS GROVE,NJ,08069,1369,33-4070-080
Bergen,Waldwick School District,Julia A Traphagen School,153 SUMMIT AVENUE,WALDWICK,NJ,07463,,03-5410-050
Hudson,Hudson County Schools of Technology School District,High Tech High School,One High Tech Way,Secaucus,NJ,07094,1682,17-2295-050
Somerset,Bound Brook School District,Lafayette Elementary School,60 West High Street,Bound Brook,NJ,08805,,35-0490-301
Middlesex,Edison Township School District,John P. Stevens High School,855 GROVE AVENUE,EDISON,NJ,08820,,23-1290-053
Morris,Morris School District,Morristown High School,50 EARLY STREET,MORRISTOWN,NJ,07960,,27-3385-050
Morris,Pequannock Township School District,Pequannock Township High School,85 Sunset Road,Pompton Plains,NJ,07444,1652,27-4080-050
Burlington,Pemberton Township School District,Howard L. Emmons,14 SCRAPETOWN ROAD,PEMBERTON,NJ,08068,,05-4050-085
Essex,Newark Public School District,Avon Avenue School,219 AVON AVE,NEWARK,NJ,07108,2801,13-3570-220
Union,Clark Township Public School District,Carl H. Kumpf School,59 MILDRED TERRACE,CLARK,NJ,07066,,39-0850-035
Hudson,Harrison Public Schools,Kennedy Elementary School,1 Washington Street,Harrison,NJ,07029,2613,17-2060-300
Mercer,Hamilton Township Public School District,Kuser Elementary School,70 NEWKIRK AVENUE,HAMILTON,NJ,08629,1428,21-1950-170
Hudson,Guttenberg School District,Anna L. Klein,301  69TH ST,GUTTENBERG,NJ,07093,2411,17-1850-050
Hunterdon,Clinton Township School District,Patrick McGaheran,63  ALLERTON ROAD,LEBANON,NJ,08833,,19-0920-035
Bergen,Hasbrouck Heights School District,Lincoln Elementary School,BURTON & PATERSON AVES,HASBROUCK HEIGHTS,NJ,07604,,03-2080-080
Monmouth,Middletown Township Public School District,Thompson Middle School,1001 MIDDLETOWN  LINCROFT ROAD,MIDDLETOWN,NJ,07748,3299,25-3160-057
Sussex,Sussex County Technical School District,Sussex County Technical School,105 North Church Road,Sparta,NJ,07871,,37-5110-010
Union,Elizabeth Public Schools,Alexander Hamilton Preparatory Academy,310 Cherry St,Elizabeth,NJ,07208,,39-1320-405
Camden,"Mastery Schools of Camden, Inc.","Mastery Schools of Camden, Inc.",1001 North 17th Street,Camden,NJ,08105,,07-1802-112
Mercer,Hamilton Township Public School District,Emily C. Reynolds Middle School,2145 YARDVILLE HAMILTON SQ,HAMILTON,NJ,08690,,21-1950-080
Sussex,Byram Township School District,Byram Intermediate School,12 MANSFIELD DRIVE,STANHOPE,NJ,07874,,37-0640-030
Middlesex,Perth Amboy Public School District,Ignacio Cruz Early Childhood Center,601 CORTLANDT ST,PERTH AMBOY,NJ,08861,,23-4090-075
Hudson,Harrison Public Schools,Harrison High School,401 Kingsland Avenue,HARRISON,NJ,07029,1405,17-2060-050
Union,Summit Public School District,Lincoln-Hubbard Elementary School,52 WOODLAND AVE,SUMMIT,NJ,07901,2101,39-5090-100
Monmouth,Eatontown Public School District,Woodmere,65 RALEIGH COURT,EATONTOWN,NJ,07724,2192,25-1260-110
Essex,ORANGE BOARD OF EDUCATION School District,Orange Preparatory Academy,400 CENTRAL AVE,ORANGE,NJ,07050,2420,13-3880-115
Bergen,Lodi School District,Wilson School,80 UNION STREET,LODI,NJ,07644,,03-2740-100
Union,Plainfield Public School District,Plainfield Academy For The Arts & Advanced Studies,1700 West Front St,PLAINFIELD,NJ,07063,,39-4160-052
Burlington,Burlington Township School District,Burlington Township Middle School at Springside,1600 BURLINGTON BY  PASS,BURLINGTON,NJ,08016,,05-0620-051
Monmouth,Matawan-Aberdeen Regional School District,Matawan Regional High School,450 ATLANTIC AVENUE,ABERDEEN,NJ,07747,2398,25-3040-050
Hudson,Jersey City Public Schools,Liberty High School,299 SIP AVENUE,JERSEY CITY,NJ,07306,,17-2390-082
Passaic,Wayne Township Public School District,John F. Kennedy Elementary School,1310 RATZER ROAD,WAYNE,NJ,07470,5652,31-5570-087
Passaic,Paterson Public School District,Senator Frank Lautenberg School,137 CARROLL STREET,PATERSON,NJ,07501,,31-4010-100
Essex,Newark Public School District,Camden Street Elementary School,281 CAMDEN ST,NEWARK,NJ,07103,2635,13-3570-310
Hunterdon,Flemington-Raritan Regional School District,Robert Hunter Elementary School,8 DAYTON ROAD,FLEMINGTON,NJ,08822,9104,19-1510-050
Union,Union County Educational Services Commission,Westlake,1571 LAMBERTS MILL ROAD,WESTFIELD,NJ,07090,,39-5245-030
Cumberland,Bridgeton City School District,Quarter Mile Lane School,300 QUARTER MILE LANE,BRIDGETON,NJ,08302,,11-0540-100
Monmouth,Freehold Regional High School District,Freehold Township High School,281 Elton Adelphia Road,FREEHOLD TWP.,NJ,07728,1899,25-1650-055
Atlantic,Atlantic City School District,Uptown School Complex,323 Madison Avenue,Atlantic City,NJ,08401,5417,01-0110-080
Bergen,Garfield Public School District,Garfield Middle School,175 LANZA AVE,GARFIELD,NJ,07026,,03-1700-070
Monmouth,Upper Freehold Regional School District,Newell Elementary School,27 HIGH STREET,ALLENTOWN,NJ,08501,0278,25-5310-060
Bergen,Oakland Public School District,Dogwood Hill Elementary School,25 DOGWOOD DR,OAKLAND,NJ,07436,2659,03-3760-040
Camden,Cherry Hill School District,Joseph D. Sharp Elementary School,300 Old Orchard Rd.,CHERRY HILL,NJ,08003,1299,07-0800-100
Atlantic,Pleasantville Public School District,South Main Street Elementary School,701 SOUTH MAIN STREET,PLEASANTVILLE,NJ,08232,3223,01-4180-095
Bergen,Ridgewood Public School District,Glen School,865 EAST GLEN AVENUE,RIDGEWOOD,NJ,07451,,03-4390-080
Mercer,Hamilton Township Public School District,McGalliard Elementary School,1600 ARENA DRIVE,HAMILTON,NJ,08610,3205,21-1950-200
Union,New Providence School District,Salt Brook School,40 MAPLE ST,NEW PROVIDENCE,NJ,07974,2403,39-3560-090
Atlantic,Egg Harbor Township School District,Bargaintown Preschool,3393 Bargaintown Road,Egg Harbor Township,NJ,08234,,01-1310-300
Passaic,Clifton Public School District,School #16,755 GROVE STREET,CLIFTON,NJ,07013,,31-0900-210
Bergen,Rutherford School District,Rutherford High School,56 ELLIOTT PL,RUTHERFORD,NJ,07070,1965,03-4600-050
Monmouth,Township of Ocean School District,Township of Ocean Intermediate School,1200 WEST PARK AVENUE,OCEAN,NJ,07712,7296,25-3810-040
Burlington,Willingboro Public School District,Hawthorne Park Elementary School,84 Hampshire Lane,WILLINGBORO,NJ,08046,,05-5805-065
Somerset,Bridgewater-Raritan Regional School District,Bridgewater-Raritan High School,600 Garretson Road,Bridgewater,NJ,08807,,35-0555-005
Monmouth,Holmdel Township School District,Village School,67 MCCAMPBELL ROAD,HOLMDEL,NJ,07733,2299,25-2230-080
Ocean,Barnegat Township School District,Lillian M. Dunfee Elementary,128 BARNEGAT BLVD,BARNEGAT,NJ,08005,2497,29-0185-010
Bergen,Pascack Valley Regional High School District,Programs at Park Academy,609 Westwood Avenue,River Vale,NJ,07675,,03-3960-300
Middlesex,Woodbridge Township School District,Colonia Middle School,DELAWARE AVENUE,COLONIA,NJ,07067,,23-5850-060
Hudson,Jersey City Public Schools,Regional Day School,425 JOHNSTON AVENUE,JERSEY CITY,NJ,07304,,17-2390-011
Middlesex,Edison Township School District,Herbert Hoover Middle School,174 JACKSON AVENUE,EDISON,NJ,08837,,23-1290-057
Middlesex,East Brunswick Township School District,East Brunswick High School,380 CRANBURY ROAD,E BRUNSWICK,NJ,08816,,23-1170-050
Camden,Voorhees Township School District,Signal Hill School,33 Signal Hill Drive,VOORHEES,NJ,08043,9545,07-5400-095
Cumberland,Bridgeton City School District,West Avenue School,51 NORTH WEST AVENUE,BRIDGETON,NJ,08302,1388,11-0540-130
Hudson,Bayonne School District,John M. Bailey Community School,75 WEST 10TH STREET,BAYONNE,NJ,07002,,17-0220-040
Union,Springfield Public School District,Thelma L. Sandmeier Elementary School,666 South Springfield Ave.,Springfield,NJ,07081,3011,39-5000-090
Monmouth,Eatontown Public School District,Margaret L Vetter,3 GRANT AVENUE,EATONTOWN,NJ,07724,1399,25-1260-060
Sussex,Stanhope School District,Valley Road School,24 VALLEY ROAD,STANHOPE,NJ,07874,,37-5030-050
Bergen,Demarest School District,Demarest Middle School,568 PIERMONT RD,DEMAREST,NJ,07627,1617,03-1070-040
Charters,Cresthaven Academy Charter School,Cresthaven Academy Charter School,530 West 7th Street,Plainfield,NJ,07060,,80-6102-993
Bergen,Wyckoff Township Public School District,George Washington Elementary School,270 WOODLAND AVE,WYCKOFF,NJ,07481,1935,03-5920-030
Bergen,Ramsey School District,Wesley D Tisdale Elementary School,200 ISLAND AVENUE,RAMSEY,NJ,07446,1566,03-4310-080
Bergen,Old Tappan Public School District,Charles DeWolf Middle School,275 OLD TAPPAN RD,OLD TAPPAN,NJ,07675,7047,03-3850-030
Passaic,Passaic City School District,Muhammad Ali School Number 23,63 Dayton Ave,Passaic,NJ,07055,,31-3970-306
Camden,Camden City School District,Dr. Ulysses S. Wiggins College Preparatory Lab School,400 Mount Vernon Street,CAMDEN,NJ,08103,2055,07-0680-320
Monmouth,Neptune Township School District,Green Grove Elementary School,909 GREEN GROVE ROAD,NEPTUNE,NJ,07753,2999,25-3510-063
Union,Springfield Public School District,Florence M. Gaudineer Middle School,75 South Springfield Ave.,Springfield,NJ,07081,1312,39-5000-060
