county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,fuzzy_name_score,fuzzy_address_score
Burlington,Willingboro Public School District,Twin Hills Elementary School,05-5805-120,"110 TWIN HILL DRIVE, WILLINGBORO, NJ, 08046",TWINHILLSELEMENTARYSCHOOL,110TWINHILLDRIVEWILLINGBORONJ08046,Twin Hills Elementary School,"110 Twin Hill Drive, Willingboro, NJ, 08046",https://www.greatschools.org/new-jersey/willingboro/2230-Twin-Hills-Elementary-School/,100.0,100.0
Monmouth,Keansburg School District,Keansburg High School,25-2400-010,"140 PORT MONMOUTH ROAD, KEANSBURG, NJ, 07734",KEANSBURGHIGHSCHOOL,140PORTMONMOUTHROADKEANSBURGNJ07734,Keansburg High School,"140 Port Monmouth Road, Keansburg, NJ, 07734",https://www.greatschools.org/new-jersey/keansburg/911-Keansburg-High-School/,100.0,100.0
Middlesex,Metuchen Public School District,Campbell Elementary School,23-3120-060,"24 DURHAM AVENUE, METUCHEN, NJ, 08840",CAMPBELLELEMENTARYSCHOOL,24DURHAMAVENUEMETUCHENNJ08840,Campbell Elementary School,"24 Durham Avenue, Metuchen, NJ, 08840",https://www.greatschools.org/new-jersey/metuchen/1143-Campbell-Elementary-School/,100.0,100.0
Passaic,West Milford Township Public School District,West Milford High School,31-5650-040,"67 HIGHLANDER DRIVE, WEST MILFORD, NJ, 07480",WESTMILFORDHIGHSCHOOL,67HIGHLANDERDRIVEWESTMILFORDNJ07480,West Milford High School,"67 Highlander Drive, West Milford, NJ, 07480",https://www.greatschools.org/new-jersey/west-milford/2158-West-Milford-High-School/,100.0,100.0
Charters,Academy Charter High School,Academy Charter High School,80-6010-910,"1725 MAIN STREET, LAKE COMO, NJ, 07719",ACADEMYCHARTERHIGHSCHOOL,1725MAINSTREETLAKECOMONJ07719,Academy Charter High School,"1725 Main Street, Lake Como, NJ, 07719",https://www.greatschools.org/new-jersey/lake-como/3363-Academy-Charter-High-School/,100.0,100.0
Bergen,Garfield Public School District,Garfield Early Childhood Learning Center,03-1700-040,"241 RAY STREET, GARFIELD, NJ, 07026",GARFIELDEARLYCHILDHOOD,241RAYSTREETGARFIELDNJ07026,Garfield Early Childhood,"241 Ray Street, Garfield, NJ, 07026",https://www.greatschools.org/new-jersey/garfield/4206-Garfield-Early-Childhood/,100.0,100.0
Bergen,Hackensack School District,Hackensack High School,03-1860-050,"FIRST & BEECH STREETS, HACKENSACK, NJ, 07601",HACKENSACKHIGHSCHOOL,FIRST&BEECHSTREETSHACKENSACKNJ07601,Hackensack High School,"FIRST & BEECH STREETS, Hackensack, NJ, 07601",https://www.greatschools.org/new-jersey/hackensack/698-Hackensack-High-School/,100.0,100.0
Bergen,Westwood Regional School District,Jessie F. George Elementary,03-5755-065,"1 PALM STREET, TOWNSHIP OF WASHINGTON, NJ, 07676",JESSIEFGEORGEELEMENTARYSCHOOL,1PALMSTREETTOWNSHIPOFWASHINGTONNJ07676,Jessie F George Elementary School,"1 Palm Street, Township of Washington, NJ, 07676",https://www.greatschools.org/new-jersey/township-of-washington/2211-Jessie-F--George-Elementary-School/,100.0,100.0
Charters,Gray Charter School,The Gray Charter School,80-6665-930,"55 LIBERTY STREET, NEWARK, NJ, 07102",GRAYCHARTERSCHOOL,55LIBERTYSTREETNEWARKNJ07102,Gray Charter School,"55 Liberty Street, Newark, NJ, 07102",https://www.greatschools.org/new-jersey/newark/3407-Gray-Charter-School/,100.0,100.0
Monmouth,Howell Township Public School District,Edith M. Griebling Elementary School,25-2290-020,"130 HAVENS BRIDGE ROAD, FARMINGDALE, NJ, 07727",EDITHMGRIEBLINGELEMENTARYSCHOOL,130HAVENSBRIDGEROADFARMINGDALENJ07727,Edith M. Griebling Elementary School,"130 Havens Bridge Road, Farmingdale, NJ, 07727",https://www.greatschools.org/new-jersey/farmingdale/832-Edith-M.-Griebling-Elementary-School/,100.0,100.0
Cape May,Woodbine School District,Woodbine Elementary School,09-5840-050,"801 WEBSTER STREET, WOODBINE, NJ, 08270",WOODBINEELEMENTARYSCHOOL,801WEBSTERSTREETWOODBINENJ08270,Woodbine Elementary School,"801 Webster Street, Woodbine, NJ, 08270",https://www.greatschools.org/new-jersey/woodbine/2241-Woodbine-Elementary-School/,100.0,100.0
Essex,Newark Public School District,Michelle Obama Elementary School,13-3570-321,"186 14th Avenue, Newark, NJ, 07103",MICHELLEOBAMAELEMENTARYSCHOOL,18614THAVENUENEWARKNJ07103,Michelle Obama Elementary School,"186 14th Avenue, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/9248-Michelle-Obama-Elementary-School/,100.0,100.0
Gloucester,Deptford Township Public School District,Shady Lane Elementary School,15-1100-140,"130 PEACH STREET, WESTVILLE, NJ, 08093",SHADYLANEELEMENTARYSCHOOL,130PEACHSTREETWESTVILLENJ08093,Shady Lane Elementary School,"130 Peach Street, Westville, NJ, 08093",https://www.greatschools.org/new-jersey/westville/405-Shady-Lane-Elementary-School/,100.0,100.0
Mercer,Trenton Public School District,Paul S. Robeson Elementary School,21-5210-080,"350 Cuyler Avenue, Trenton, NJ, 08629",PAULSROBESONELEMENTARYSCHOOL,350CUYLERAVENUETRENTONNJ08629,Paul S. Robeson Elementary School,"350 Cuyler Avenue, Trenton, NJ, 08629",https://www.greatschools.org/new-jersey/trenton/1969-Hedgepeth--Williams-School/,100.0,100.0
Morris,Butler Public School District,Butler High School,27-0630-020,"38 BARTHOLDI AVENUE, BUTLER, NJ, 07405",BUTLERHIGHSCHOOL,38BARTHOLDIAVENUEBUTLERNJ07405,Butler High School,"38 Bartholdi Avenue, Butler, NJ, 07405",https://www.greatschools.org/new-jersey/butler/226-Butler-High-School/,100.0,100.0
Camden,Haddon Township School District,Stoy Elementary School,07-1890-080,"206 BRIARWOOD AVENUE, HADDONFIELD, NJ, 08033",STOYELEMENTARYSCHOOL,206BRIARWOODAVENUEHADDONFIELDNJ08033,Stoy Elementary School,"206 Briarwood Avenue, Haddonfield, NJ, 08033",https://www.greatschools.org/new-jersey/haddonfield/715-Stoy-Elementary-School/,100.0,100.0
Essex,Essex County Schools of Technology,Essex County Newark Tech,13-1390-070,"91 WEST MARKET STREET, NEWARK, NJ, 07103",ESSEXCOUNTYNEWARKTECH,91WESTMARKETSTREETNEWARKNJ07103,Essex County Newark Tech,"91 West Market Street, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/547-West-Market-Street-Vocational-School/,100.0,100.0
Essex,Newark Public School District,East Ward Elementary School,13-3570-303,"104 Oliver Street, Newark, NJ, 07105",EASTWARDELEMENTARYSCHOOL,104OLIVERSTREETNEWARKNJ07105,East Ward Elementary School,"104 Oliver Street, Newark, NJ, 07105",https://www.greatschools.org/new-jersey/newark/8694-New-Oliver-Street-School/,100.0,100.0
Bergen,Teaneck School District,Theodora Smiley Lacey Elementary School,03-5150-300,"One Merrison Street, Teaneck, NJ, 07666",THEODORASMILEYLACEYELEMENTARYSCHOOL,ONEMERRISONSTREETTEANECKNJ07666,Theodora Smiley Lacey Elementary School,"ONE MERRISON STREET, Teaneck, NJ, 07666",https://www.greatschools.org/new-jersey/teaneck/9236-Theodora-Smiley-Lacey-Elementary-School/,100.0,100.0
Camden,Cherry Hill School District,Clara Barton Elementary School,07-0800-069,"223 Rhode Island Ave., CHERRY HILL, NJ, 08034",CLARABARTONELEMENTARYSCHOOL,223RHODEISLANDAVECHERRYHILLNJ08034,Clara Barton Elementary School,"223 Rhode Island Ave., Cherry Hill, NJ, 08034",https://www.greatschools.org/new-jersey/cherry-hill/298-Clara-Barton-Elementary-School/,100.0,100.0
Union,Westfield Public School District,Wilson Elementary School,39-5730-160,"301 Linden Avenue, Westfield, NJ, 07090",WILSONELEMENTARYSCHOOL,301LINDENAVENUEWESTFIELDNJ07090,Wilson Elementary School,"301 Linden Avenue, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2206-Wilson-Elementary-School/,100.0,100.0
Ocean,Toms River Regional School District,Beachwood Elementary School,29-5190-064,"901 BERKELEY AVENUE, BEACHWOOD, NJ, 08722",BEACHWOODELEMENTARYSCHOOL,901BERKELEYAVENUEBEACHWOODNJ08722,Beachwood Elementary School,"901 Berkeley Avenue, Beachwood, NJ, 08722",https://www.greatschools.org/new-jersey/beachwood/1964-Beachwood-Elementary-School/,100.0,100.0
Camden,Camden City School District,Dr. Henry H. Davis Elementary School,07-0680-180,"3425 Cramer Street, CAMDEN, NJ, 08105",DAVISELEMENTARYSCHOOL,3425CRAMERSTREETCAMDENNJ08105,Davis Elementary School,"3425 Cramer Street, Camden, NJ, 08105",https://www.greatschools.org/new-jersey/camden/250-Davis-Elementary-School/,100.0,100.0
Morris,Montville Township School District,Robert R Lazar Middle School,27-3340-030,"123 CHANGEBRIDGE ROAD, MONTVILLE, NJ, 07045",ROBERTRLAZARMIDDLESCHOOL,123CHANGEBRIDGEROADMONTVILLENJ07045,Robert R Lazar Middle School,"123 Changebridge Road, Montville, NJ, 07045",https://www.greatschools.org/new-jersey/montville/1233-Robert-R-Lazar-Middle-School/,100.0,100.0
Passaic,Pompton Lakes School District,Pompton Lakes High School,31-4230-050,"44 LAKESIDE AVENUE, POMPTON LAKES, NJ, 07442",POMPTONLAKESHIGHSCHOOL,44LAKESIDEAVENUEPOMPTONLAKESNJ07442,Pompton Lakes High School,"44 Lakeside Avenue, Pompton Lakes, NJ, 07442",https://www.greatschools.org/new-jersey/pompton-lakes/1675-Pompton-Lakes-High-School/,100.0,100.0
Gloucester,Elk Township School District,Aura Elementary School,15-1330-010,"900 Clems Run, GLASSBORO, NJ, 08028",AURAELEMENTARYSCHOOL,900CLEMSRUNGLASSBORONJ08028,Aura Elementary School,"900 Clems Run, Glassboro, NJ, 08028",https://www.greatschools.org/new-jersey/glassboro/529-Aura-Elementary-School/,100.0,100.0
Bergen,Fair Lawn Public School District,Thomas Jefferson Middle School,03-1450-060,"35 - 01 MORLOT AVENUE, FAIR LAWN, NJ, 07410",THOMASJEFFERSONMIDDLESCHOOL,3501MORLOTAVENUEFAIRLAWNNJ07410,Thomas Jefferson Middle School,"35 - 01 MORLOT AVENUE, Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/569-Thomas-Jefferson-Middle-School/,100.0,100.0
Essex,Newark Public School District,Elliott Street Elementary School,13-3570-390,"721 Summer Avenue, NEWARK, NJ, 07104",ELLIOTTSTREETELEMENTARYSCHOOL,721SUMMERAVENUENEWARKNJ07104,Elliott Street Elementary School,"721 Summer Avenue, Newark, NJ, 07104",https://www.greatschools.org/new-jersey/newark/1347-Elliott-Street-Elementary-School/,100.0,100.0
Hudson,North Bergen School District,Polk Street School,17-3610-300,"7111 Polk Street, North Bergen, NJ, 07047",POLKSTREETSCHOOL,7111POLKSTREETNORTHBERGENNJ07047,Polk Street School,"7111 Polk Street, North Bergen, NJ, 07047",https://www.greatschools.org/new-jersey/north-bergen/9213-Polk-Street-School/,100.0,100.0
Bergen,Fairview Public School District,Number Three School,03-1470-080,"403 CLIFF STREET, FAIRVIEW, NJ, 07022",NUMBERTHREESCHOOL,403CLIFFSTREETFAIRVIEWNJ07022,Number Three School,"403 Cliff Street, Fairview, NJ, 07022",https://www.greatschools.org/new-jersey/fairview/583-Number-3-Elementary-School/,100.0,100.0
Charters,Teaneck Community Charter School,Teaneck Community Charter school,80-7890-920,"563 CHESTNUT AVENUE, TEANECK, NJ, 07666",TEANECKCOMMUNITYCHARTERSCHOOL,563CHESTNUTAVENUETEANECKNJ07666,Teaneck Community Charter School,"563 Chestnut Avenue, Teaneck, NJ, 07666",https://www.greatschools.org/new-jersey/teaneck/3330-Teaneck-Community-Charter-School/,100.0,100.0
Passaic,Ringwood School District,Eleanor G. Hewitt,31-4400-050,"266 SLOATSBURG ROAD, RINGWOOD, NJ, 07456",ELEANORGHEWITTELEMENTARYSCHOOL,266SLOATSBURGROADRINGWOODNJ07456,Eleanor G. Hewitt Elementary School,"266 Sloatsburg Road, Ringwood, NJ, 07456",https://www.greatschools.org/new-jersey/ringwood/1740-Eleanor-G.-Hewitt-Elementary-School/,100.0,100.0
Ocean,Toms River Regional School District,Joseph A. Citta Elementary School,29-5190-067,"2050 LAKEWOOD ROAD, TOMS RIVER, NJ, 08755",JOSEPHACITTAELEMENTARYSCHOOL,2050LAKEWOODROADTOMSRIVERNJ08755,Joseph A Citta Elementary School,"2050 Lakewood Road, Toms River, NJ, 08755",https://www.greatschools.org/new-jersey/toms-river/3396-Joseph-A--Citta-Elementary-School/,100.0,100.0
Monmouth,Asbury Park School District,Barack Obama Elementary School,25-0100-020,"1300 BANGS AVENUE, ASBURY PARK, NJ, 07712",BARACKOBAMAELEMENTARYSCHOOL,1300BANGSAVENUEASBURYPARKNJ07712,Barack Obama Elementary School,"1300 Bangs Avenue, Asbury Park, NJ, 07712",https://www.greatschools.org/new-jersey/asbury-park/40-Barack-Obama-Elementary-School/,100.0,100.0
Burlington,Edgewater Park Township School District,Mildred Magowan Elementary School,05-1280-050,"405 CHERRIX AVENUE, EDGEWATER PARK, NJ, 08010",MAGOWANELEMENTARYSCHOOL,405CHERRIXAVENUEEDGEWATERPARKNJ08010,Magowan Elementary School,"405 CHERRIX AVENUE, Edgewater Park, NJ, 08010",https://www.greatschools.org/new-jersey/beverly/475-Magowan-Elementary-School/,100.0,100.0
Bergen,Ridgewood Public School District,Ridgewood High School,03-4390-050,"627 EAST RIDGEWOOD AVE, RIDGEWOOD, NJ, 07451",RIDGEWOODHIGHSCHOOL,627EASTRIDGEWOODAVERIDGEWOODNJ07451,Ridgewood High School,"627 EAST RIDGEWOOD AVE, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1731-Ridgewood-High-School/,100.0,100.0
Essex,Irvington Public School District,Madison Avenue,13-2330-120,"173 Madison Avenue, IRVINGTON, NJ, 07111",MADISONAVENUEELEMENTARYSCHOOL,173MADISONAVENUEIRVINGTONNJ07111,Madison Avenue Elementary School,"173 Madison Avenue, Irvington, NJ, 07111",https://www.greatschools.org/new-jersey/irvington/849-Madison-Avenue-Elementary-School/,100.0,100.0
Charters,Phillip's Academy  Charter School,Philip's Academy Charter School,80-6094-968,"342 Central Avenue, Newark, NJ, 07103",PHILIP'SACADEMYCHARTERSCHOOL,342CENTRALAVENUENEWARKNJ07103,Philip's Academy Charter School,"342 Central Avenue, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/2955-Philips-Academy-Charter-School/,100.0,100.0
Bergen,Northern Valley Regional High School District,Northern Valley Regional High School at Demarest,03-3710-050,"150 Knickerbocker Road, Demarest, NJ, 07627",NORTHERNVALLEYREGIONALHIGHSCHOOLATDEMAREST,150KNICKERBOCKERROADDEMARESTNJ07627,Northern Valley Regional High School at Demarest,"150 Knickerbocker Road, Demarest, NJ, 07627",https://www.greatschools.org/new-jersey/demarest/1430-N-Valley-Reg-H-Demarest/,100.0,100.0
Middlesex,Monroe Township School District,Oak Tree Elementary School,23-3290-060,"226 APPLEGARTH ROAD, MONROE TOWNSHIP, NJ, 08831",OAKTREEELEMENTARYSCHOOL,226APPLEGARTHROADMONROETOWNSHIPNJ08831,Oak Tree Elementary School,"226 Applegarth Road, Monroe Township, NJ, 08831",https://www.greatschools.org/new-jersey/monroe-township/6908-Oak-Tree-Elementary-School/,100.0,100.0
Charters,Chartertech High School for the Performing Arts,Chartertech High School for the Performing Arts,80-7410-940,"413 NEW ROAD, SOMERS POINT, NJ, 08244",CHARTERTECHHIGHSCHOOL,413NEWROADSOMERSPOINTNJ08244,Charter-Tech High School,"413 New Road, Somers Point, NJ, 08244",https://www.greatschools.org/new-jersey/somers-point/3334-Charter-Tech-High-School/,100.0,100.0
Bergen,Lyndhurst School District,Lyndhurst High School,03-2860-050,"400 Weart Avenue, LYNDHURST, NJ, 07071",LYNDHURSTHIGHSCHOOL,400WEARTAVENUELYNDHURSTNJ07071,Lyndhurst High School,"400 Weart Avenue, Lyndhurst, NJ, 07071",https://www.greatschools.org/new-jersey/lyndhurst/1045-Lyndhurst-High-School/,100.0,100.0
Union,Mountainside School District,Deerfield Elementary School,39-3470-030,"302 CENTRAL AVENUE, MOUNTAINSIDE, NJ, 07092",DEERFIELDELEMENTARYSCHOOL,302CENTRALAVENUEMOUNTAINSIDENJ07092,Deerfield Elementary School,"302 Central Avenue, Mountainside, NJ, 07092",https://www.greatschools.org/new-jersey/mountainside/1281-Deerfield-Elementary-School/,100.0,100.0
Ocean,Point Pleasant Beach School District,G. Harold Antrim Elementary School,29-4220-060,"401 Niblick Street, Point Pleasant Beach, NJ, 08742",GHAROLDANTRIMELEMENTARYSCHOOL,401NIBLICKSTREETPOINTPLEASANTBEACHNJ08742,G Harold Antrim Elementary School,"401 Niblick Street, Point Pleasant Beach, NJ, 08742",https://www.greatschools.org/new-jersey/point-pleasant-beach/1674-G-Harold-Antrim-Elementary-School/,100.0,100.0
Bergen,Bergenfield Borough School District,Hoover Elementary School,03-0300-050,"273 MURRAY HILL TERRACE, BERGENFIELD, NJ, 07621",HOOVERELEMENTARYSCHOOL,273MURRAYHILLTERRACEBERGENFIELDNJ07621,Hoover Elementary School,"273 Murray Hill Terrace, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/110-Hoover-Elementary-School/,100.0,100.0
Mercer,Princeton Public Schools,Princeton High School,21-4255-050,"151 MOORE STREET, PRINCETON, NJ, 08540",PRINCETONHIGHSCHOOL,151MOORESTREETPRINCETONNJ08540,Princeton High School,"151 Moore Street, Princeton, NJ, 08540",https://www.greatschools.org/new-jersey/princeton/1681-Princeton-High-School/,100.0,100.0
Monmouth,Monmouth Beach School District,Monmouth Beach Elementary School,25-3250-050,"7 HASTINGS PLACE, MONMOUTH BEACH, NJ, 07750",MONMOUTHBEACHELEMENTARYSCHOOL,7HASTINGSPLACEMONMOUTHBEACHNJ07750,Monmouth Beach Elementary School,"7 Hastings Place, Monmouth Beach, NJ, 07750",https://www.greatschools.org/new-jersey/monmouth-beach/1201-Monmouth-Beach-Elementary-School/,100.0,100.0
Mercer,Trenton Public School District,Joseph Stokes Elementary School,21-5210-306,"915 Parkside Avenue, Trenton, NJ, 08618",STOKESELEMENTARYSCHOOL,915PARKSIDEAVENUETRENTONNJ08618,Stokes Elementary School,"915 Parkside Avenue, Trenton, NJ, 08618",https://www.greatschools.org/new-jersey/trenton/9251-Stokes-Elementary-School/,100.0,100.0
Middlesex,East Brunswick Township School District,Warnsdorfer Elementary School,23-1170-138,"9 HARDENBURG LANE, EAST BRUNSWICK, NJ, 08816",WARNSDORFERELEMENTARYSCHOOL,9HARDENBURGLANEEASTBRUNSWICKNJ08816,Warnsdorfer Elementary School,"9 Hardenburg Lane, East Brunswick, NJ, 08816",https://www.greatschools.org/new-jersey/east-brunswick/432-Warnsdorfer-Elementary-School/,100.0,100.0
Union,Plainfield Public School District,Dewitt D. Barlow Elementary School,39-4160-080,"E  FRONT ST & FARRAGUT RD, PLAINFIELD, NJ, 07060",DEWITTDBARLOWELEMENTARYSCHOOL,EFRONTST&FARRAGUTRDPLAINFIELDNJ07060,Dewitt D. Barlow Elementary School,"E FRONT ST & FARRAGUT RD, Plainfield, NJ, 07060",https://www.greatschools.org/new-jersey/plainfield/1649-Dewitt-D.-Barlow-Elementary-School/,100.0,100.0
Cumberland,Millville School District,Rieck Avenue Elementary School,11-3230-085,"339 RIECK AVENUE, MILLVILLE, NJ, 08332",RIECKAVENUEELEMENTARYSCHOOL,339RIECKAVENUEMILLVILLENJ08332,Rieck Avenue Elementary School,"339 Rieck Avenue, Millville, NJ, 08332",https://www.greatschools.org/new-jersey/millville/1198-Rieck-Avenue-Elementary-School/,100.0,100.0
Camden,Cherry Hill School District,Barclay Early Childhood Center,07-0800-062,"1220 Winston Way, CHERRY HILL, NJ, 08034",BARCLAYEARLYCHILDHOODCENTER,1220WINSTONWAYCHERRYHILLNJ08034,Barclay Early Childhood Center,"1220 Winston Way, Cherry Hill, NJ, 08034",https://www.greatschools.org/new-jersey/cherry-hill/3374-Barclay-School/,100.0,100.0
Passaic,Wanaque School District,Wanaque Elementary School,31-5440-070,"FIRST STREET, WANAQUE, NJ, 07465",WANAQUEELEMENTARYSCHOOL,FIRSTSTREETWANAQUENJ07465,Wanaque Elementary School,"FIRST STREET, Wanaque, NJ, 07465",https://www.greatschools.org/new-jersey/wanaque/2087-Wanaque-Elementary-School/,100.0,100.0
Monmouth,Holmdel Township School District,Indian Hill School,25-2230-050,"735 HOLMDEL ROAD, HOLMDEL, NJ, 07733",INDIANHILLSCHOOL,735HOLMDELROADHOLMDELNJ07733,Indian Hill School,"735 Holmdel Road, Holmdel, NJ, 07733",https://www.greatschools.org/new-jersey/holmdel/815-Indian-Hill-School/,100.0,100.0
Hunterdon,Tewksbury Township School District,Old Turnpike School,19-5180-030,"171 OLD TURNPIKE ROAD, CALIFON, NJ, 07830",OLDTURNPIKESCHOOL,171OLDTURNPIKEROADCALIFONNJ07830,Old Turnpike School,"171 OLD TURNPIKE ROAD, Califon, NJ, 07830",https://www.greatschools.org/new-jersey/tewksbury/1944-Old-Turnpike-School/,100.0,100.0
Mercer,Princeton Public Schools,Johnson Park School,21-4255-070,"285 ROSEDALE ROAD, PRINCETON, NJ, 08540",JOHNSONPARKSCHOOL,285ROSEDALEROADPRINCETONNJ08540,Johnson Park School,"285 Rosedale Road, Princeton, NJ, 08540",https://www.greatschools.org/new-jersey/princeton/1680-Johnson-Park-School/,100.0,100.0
Hunterdon,Califon Borough School District,Califon Public School,19-0670-030,"6 SCHOOL STREET, CALIFON, NJ, 07830",CALIFONPUBLICSCHOOL,6SCHOOLSTREETCALIFONNJ07830,Califon Public School,"6 School Street, Califon, NJ, 07830",https://www.greatschools.org/new-jersey/califon/237-Califon-Borough-Elementary-School/,100.0,100.0
Passaic,Paterson Public School District,"Charles J. Riley, School 9",31-4010-130,"6 TIMOTHY STREET, PATERSON, NJ, 07503",CHARLESJRILEYSCHOOL9,6TIMOTHYSTREETPATERSONNJ07503,Charles J. Riley School 9,"6 Timothy Street, Paterson, NJ, 07503",https://www.greatschools.org/new-jersey/paterson/1547-Number-9-Elementary-School/,100.0,100.0
Sussex,Hopatcong Borough School District,Hopatcong High School,37-2240-030,"2A Windsor Ave, Hopatcong, NJ, 07843",HOPATCONGHIGHSCHOOL,2AWINDSORAVEHOPATCONGNJ07843,Hopatcong High School,"2A Windsor Ave, Hopatcong, NJ, 07843",https://www.greatschools.org/new-jersey/hopatcong/817-Hopatcong-High-School/,100.0,100.0
Monmouth,Monmouth County Vocational School District,Marine Academy of Science and Technology,25-3260-020,"305 Mast Way, Highlands, NJ, 07732",MARINEACADEMYOFSCIENCEANDTECHNOLOGY,305MASTWAYHIGHLANDSNJ07732,Marine Academy of Science and Technology,"305 MAST Way, Highlands, NJ, 07732",https://www.greatschools.org/new-jersey/highlands/2154-Marine-Academy-Sci--Tech/,100.0,100.0
Atlantic,Absecon Public Schools District,Emma C Attales,01-0010-050,"800 IRELAN AVENUE, ABSECON, NJ, 08201",EMMACATTALESMIDDLESCHOOL,800IRELANAVENUEABSECONNJ08201,Emma C. Attales Middle School,"800 Irelan Avenue, Absecon, NJ, 08201",https://www.greatschools.org/new-jersey/absecon/26-Emma-C.-Attales-Elementary-School/,100.0,100.0
Middlesex,Perth Amboy Public School District,Rose M. Lopez Elementary School,23-4090-301,"435 Seaman Avenue, Perth Amboy, NJ, 08861",ROSEMLOPEZELEMENTARYSCHOOL,435SEAMANAVENUEPERTHAMBOYNJ08861,Rose M. Lopez Elementary School,"435 Seaman Avenue, Perth Amboy, NJ, 08861",https://www.greatschools.org/new-jersey/perth-amboy/9214-Rose-M.-Lopez-Elementary-School/,100.0,100.0
Hunterdon,North Hunterdon-Voorhees Regional High School District,Voorhees High School,19-3660-060,"256 County Route 513, Glen Gardner, NJ, 08826",VOORHEESHIGHSCHOOL,256COUNTYROUTE513GLENGARDNERNJ08826,Voorhees High School,"256 County Route 513, Glen Gardner, NJ, 08826",https://www.greatschools.org/new-jersey/glen-gardner/1420-Voorhees-High-School/,100.0,100.0
Passaic,Paterson Public School District,Dr. Hani Awadallah School,31-4010-313,"515 MARSHALL STREET, PATERSON, NJ, 07503",DRHANIAWADALLAHSCHOOL,515MARSHALLSTREETPATERSONNJ07503,Dr Hani Awadallah School,"515 Marshall Street, Paterson, NJ, 07503",https://www.greatschools.org/new-jersey/paterson/8859-Dr-Hani-Awadallah-School/,100.0,100.0
Middlesex,South Plainfield School District,John E Riley Elementary School,23-4910-058,"100 MORRIS AVENUE, SOUTH PLAINFIELD, NJ, 07080",JOHNERILEYELEMENTARYSCHOOL,100MORRISAVENUESOUTHPLAINFIELDNJ07080,John E. Riley Elementary School,"100 Morris Avenue, South Plainfield, NJ, 07080",https://www.greatschools.org/new-jersey/south-plainfield/1875-John-E.-Riley-Elementary-School/,100.0,100.0
Monmouth,Upper Freehold Regional School District,Allentown High School,25-5310-050,"27 High Street, ALLENTOWN, NJ, 08501",ALLENTOWNHIGHSCHOOL,27HIGHSTREETALLENTOWNNJ08501,Allentown High School,"27 High Street, Allentown, NJ, 08501",https://www.greatschools.org/new-jersey/allentown/2026-Allentown-High-School/,100.0,100.0
Camden,Runnemede Public School District,Grade Downing Elementary School,07-4590-030,"3RD & CENTRAL AVES, RUNNEMEDE, NJ, 08078",DOWNINGELEMENTARYSCHOOL,3RD&CENTRALAVESRUNNEMEDENJ08078,Downing Elementary School,"3RD & CENTRAL AVES, Runnemede, NJ, 08078",https://www.greatschools.org/new-jersey/runnemede/1787-Downing-Elementary-School/,100.0,100.0
Essex,Bloomfield Township School District,Brookdale Elementary School,13-0410-060,"1230 Broad Street, Bloomfield, NJ, 07003",BROOKDALEELEMENTARYSCHOOL,1230BROADSTREETBLOOMFIELDNJ07003,Brookdale Elementary School,"1230 Broad Street, Bloomfield, NJ, 07003",https://www.greatschools.org/new-jersey/bloomfield/142-Brookdale-Elementary-School/,100.0,100.0
Passaic,Paterson Public School District,"Rev. Dr. Frank Napier, Jr. School",31-4010-080,"55 CLINTON STREET, PATERSON, NJ, 07522",REVDRFRANKNAPIERJRSCHOOL,55CLINTONSTREETPATERSONNJ07522,Rev. Dr. Frank Napier Jr. School,"55 Clinton Street, Paterson, NJ, 07522",https://www.greatschools.org/new-jersey/paterson/1542-Number-4-Elementary-School/,100.0,100.0
Middlesex,Perth Amboy Public School District,James J. Flynn Elementary School,23-4090-145,"850 CHAMBERLAIN AVENUE, PERTH AMBOY, NJ, 08861",JAMESJFLYNNELEMENTARYSCHOOL,850CHAMBERLAINAVENUEPERTHAMBOYNJ08861,James J. Flynn Elementary School,"850 Chamberlain Avenue, Perth Amboy, NJ, 08861",https://www.greatschools.org/new-jersey/perth-amboy/1615-James-J.-Flynn-Elementary-School/,100.0,100.0
Somerset,Somerset Hills Regional School District,Bernards High School,35-4815-020,"25 Olcott Avenue, Bernardsville, NJ, 07924",BERNARDSHIGHSCHOOL,25OLCOTTAVENUEBERNARDSVILLENJ07924,Bernards High School,"25 Olcott Avenue, Bernardsville, NJ, 07924",https://www.greatschools.org/new-jersey/bernardsville/20-Bernards-High-School/,100.0,100.0
Ocean,Toms River Regional School District,Pine Beach Elementary School,29-5190-090,"101 PENNSYLVANIA AVENUE, PINE BEACH, NJ, 08741",PINEBEACHELEMENTARYSCHOOL,101PENNSYLVANIAAVENUEPINEBEACHNJ08741,Pine Beach Elementary School,"101 Pennsylvania Avenue, Pine Beach, NJ, 08741",https://www.greatschools.org/new-jersey/pine-beach/1957-Pine-Beach-Elementary-School/,100.0,100.0
