county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,fuzzy_name_score,fuzzy_address_score
Bergen,River Vale Public School District,Holdrum Middle School,03-4430-050,"393 RIVERVALE ROAD, RIVER VALE, NJ, 07675",HOLDRUMMIDDLESCHOOL,393RIVERVALEROADRIVERVALENJ07675,Holdrum Middle School,"393 Rivervale Road, River Vale, NJ, 07675",https://www.greatschools.org/new-jersey/river-vale/1746-Holdrum-Middle-School/,100.0,100.0
Bergen,Bergenfield Borough School District,Lincoln Elementary School,03-0300-070,"115 HIGHVIEW AVENUE, BERGENFIELD, NJ, 07621",LINCOLNELEMENTARYSCHOOL,115HIGHVIEWAVENUEBERGENFIELDNJ07621,Lincoln Elementary School,"115 Highview Avenue, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/112-Lincoln-Elementary-School/,100.0,100.0
Essex,Irvington Public School District,Chancellor Avenue Elementary School,13-2330-090,"844     CHANCELLOR AVENUE, IRVINGTON, NJ, 07111",CHANCELLORAVENUEELEMENTARYSCHOOL,844CHANCELLORAVENUEIRVINGTONNJ07111,Chancellor Avenue Elementary School,"844 Chancellor Avenue, Irvington, NJ, 07111",https://www.greatschools.org/new-jersey/irvington/847-Chancellor-Avenue-Elementary-School/,100.0,100.0
Middlesex,New Brunswick School District,Lord Stirling Elementary School,23-3530-100,"101 REDMOND STREET, NEW BRUNSWICK, NJ, 08901",LORDSTIRLINGELEMENTARYSCHOOL,101REDMONDSTREETNEWBRUNSWICKNJ08901,Lord Stirling Elementary School,"101 Redmond Street, New Brunswick, NJ, 08901",https://www.greatschools.org/new-jersey/new-brunswick/1300-Lord-Stirling-Elementary-School/,100.0,100.0
Bergen,Fair Lawn Public School District,Radburn Elementary School,03-1450-110,"18-00 RADBURN RD, FAIR LAWN, NJ, 07410",RADBURNELEMENTARYSCHOOL,1800RADBURNRDFAIRLAWNNJ07410,Radburn Elementary School,"18-00 RADBURN RD, Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/575-Radburn-Elementary-School/,100.0,100.0
Charters,TEAM Academy Charter School,TEAM Academy Charter School,80-7325-965,"60 Park Place, NEWARK, NJ, 07102",TEAMACADEMYCHARTERSCHOOL,60PARKPLACENEWARKNJ07102,Team Academy Charter School,"60 Park Place, Newark, NJ, 07102",https://www.greatschools.org/new-jersey/newark/3481-Team-Academy-Charter-School/,100.0,100.0
Monmouth,Keyport School District,Keyport High School,25-2430-050,"351 BROAD STREET, KEYPORT, NJ, 07735",KEYPORTHIGHSCHOOL,351BROADSTREETKEYPORTNJ07735,Keyport High School,"351 Broad Street, Keyport, NJ, 07735",https://www.greatschools.org/new-jersey/keyport/923-Keyport-High-School/,100.0,100.0
Warren,Phillipsburg School District,Phillipsburg Early Childhood Learning Center,41-4100-150,"459 CENTER STREET, PHILLIPSBURG, NJ, 08865",PHILLIPSBURGEARLYCHILD,459CENTERSTREETPHILLIPSBURGNJ08865,Phillipsburg Early Child,"459 Center Street, Phillipsburg, NJ, 08865",https://www.greatschools.org/new-jersey/phillipsburg/4315-Phillipsburg-Early-Child/,100.0,100.0
Middlesex,South River Public School District,South River High School,23-4920-050,"11 MONTGOMERY STREET, SOUTH RIVER, NJ, 08882",SOUTHRIVERHIGHSCHOOL,11MONTGOMERYSTREETSOUTHRIVERNJ08882,South River High School,"11 Montgomery Street, South River, NJ, 08882",https://www.greatschools.org/new-jersey/south-river/1880-South-River-High-School/,100.0,100.0
Somerset,Warren Township School District,Warren Middle School,35-5470-033,"100 Old Stirling Road, Warren, NJ, 07060",MIDDLESCHOOL,100OLDSTIRLINGROADWARRENNJ07060,Middle School,"100 Old Stirling Road, Warren, NJ, 07060",https://www.greatschools.org/new-jersey/warren/2093-Middle-School/,100.0,100.0
Bergen,Paramus Public School District,East Brook Middle School,03-3930-065,"190 SPRING VALLEY ROAD, PARAMUS, NJ, 07652",EASTBROOKMIDDLESCHOOL,190SPRINGVALLEYROADPARAMUSNJ07652,East Brook Middle School,"190 Spring Valley Road, Paramus, NJ, 07652",https://www.greatschools.org/new-jersey/paramus/1493-East-Brook-Middle-School/,100.0,100.0
Bergen,Emerson Public School District,Emerson Jr Sr High,03-1360-050,"131 Main Street, Emerson, NJ, 07630",EMERSONJRSRHIGHSCHOOL,131MAINSTREETEMERSONNJ07630,Emerson Jr Sr High School,"131 Main Street, Emerson, NJ, 07630",https://www.greatschools.org/new-jersey/emerson/537-Emerson-Jr-Sr-High-School/,100.0,100.0
Mercer,Area Vocational Technical Schools of Mercer County,Mercer County Technical School STEM Academy,21-3105-302,"229 Bull Run Road, Pennington, NJ, 08534",MERCERCOUNTYTECHNICALSCHOOLSTEMACADEMY,129BULLRUNROADPENNINGTONNJ08534,Mercer County Technical School Stem Academy,"129 Bull Run Road, Pennington, NJ, 08534",https://www.greatschools.org/new-jersey/pennington/8889-Mercer-County-Technical-School-STEM-Academy/,100.0,98.36065573770492
Union,Plainfield Public School District,Charles H. Stillman Elementary School,39-4160-170,"201 W FOURTH ST, PLAINFIELD, NJ, 07060",CHARLESHSTILLMANELEMENTARYSCHOOL,201WFOURTHSTPLAINFIELDNJ07062,Charles H. Stillman Elementary School,"201 W FOURTH ST, Plainfield, NJ, 07062",https://www.greatschools.org/new-jersey/plainfield/1656-Charles-H.-Stillman-Elementary-School/,100.0,98.24561403508771
Atlantic,Galloway Township Public Schools,Smithville Elementary School,01-1690-048,"37 S  OLD PORT REPUBLIC ROAD, GALLOWAY, NJ, 08205",SMITHVILLEELEMENTARYSCHOOL,37OLDPORTREPUBLICROADGALLOWAYNJ08205,Smithville Elementary School,"37 Old Port Republic Road, Galloway, NJ, 08205",https://www.greatschools.org/new-jersey/galloway/647-Smithville-Elementary-School/,100.0,97.22222222222221
Bergen,Bergenfield Borough School District,Franklin Elementary School,03-0300-040,"2 N  FRANKLIN AVENUE, BERGENFIELD, NJ, 07621",FRANKLINELEMENTARYSCHOOL,2NORTHFRANKLINAVENUEBERGENFIELDNJ07621,Franklin Elementary School,"2 North Franklin Avenue, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/109-Franklin-Elementary-School/,100.0,96.96969696969697
Atlantic,Atlantic City School District,Brighton Avenue School,01-0110-300,"30 N. Brighton Avenue, Atlantic City, NJ, 08401",BRIGHTONAVENUESCHOOL,30NORTHBRIGHTONAVENUEATLANTICCITYNJ08401,BRIGHTON AVENUE SCHOOL,"30 North Brighton Avenue, Atlantic City, NJ, 08401",https://www.greatschools.org/new-jersey/atlantic-city/4201-BRIGHTON-AVENUE-SCHOOL/,100.0,95.65217391304348
Morris,Hanover Park Regional High School District,Hanover Park High School,27-1990-050,"63 MT  PLEASANT AVENUE, EAST HANOVER, NJ, 07936",HANOVERPARKHIGHSCHOOL,63MOUNTPLEASANTAVENUEEASTHANOVERNJ07936,Hanover Park High School,"63 Mount Pleasant Avenue, East Hanover, NJ, 07936",https://www.greatschools.org/new-jersey/east-hanover/757-Hanover-Park-High-School/,100.0,95.65217391304348
Bergen,Midland Park School District,Godwin Elementary School,03-3170-300,"41 E. Center Street, Midland Park, NJ, 07432",GODWINELEMENTARYSCHOOL,41EASTCENTERSTREETMIDLANDPARKNJ07432,Godwin Elementary School,"41 East Center Street, Midland Park, NJ, 07432",https://www.greatschools.org/new-jersey/midland-park/7141-Godwin-Elementary-School/,100.0,95.23809523809523
Mercer,Hopewell Valley Regional School District,Hopewell Valley Central High School,21-2280-030,"259 PENNINGTON TITUSVILLE RD, PENNINGTON, NJ, 08534",CENTRALHIGHSCHOOL,259PENNINGTONTITUSVILLEROADPENNINGTONNJ08534,Central High School,"259 Pennington - Titusville Road, Pennington, NJ, 08534",https://www.greatschools.org/new-jersey/pennington/824-Central-High-School/,100.0,95.23809523809523
Salem,Penns Grove-Carneys Point Regional School District,Paul W Carleton,33-4070-080,"251 MAPLE AVENUE, PENNS GROVE, NJ, 08069",PAULWCARLETONELEMENTARYSCHOOL,251EASTMAPLEAVENUEPENNSGROVENJ08069,Paul W. Carleton Elementary School,"251 East Maple Avenue, Penns Grove, NJ, 08069",https://www.greatschools.org/new-jersey/penns-grove/1587-Paul-W.-Carleton-Elementary-School/,100.0,94.91525423728814
Atlantic,Pleasantville Public School District,Washington Avenue Elementary School,01-4180-060,"225 W  WASHINGTON AVENUE, PLEASANTVILLE, NJ, 08232",WASHINGTONAVENUEELEMENTARYSCHOOL,225WESTWASHINGTONAVENUEPLEASANTVILLENJ08232,Washington Avenue Elementary School,"225 West Washington Avenue, Pleasantville, NJ, 08232",https://www.greatschools.org/new-jersey/pleasantville/1660-Washington-Avenue-Elementary-School/,100.0,94.73684210526316
Gloucester,Woodbury City Public School District,Woodbury Jr-Sr High School,15-5860-050,"25 N. Broad Street, Woodbury, NJ, 08096",WOODBURYJRSRHIGHSCHOOL,25NORTHBROADSTREETWOODBURYNJ08096,Woodbury Jr Sr High School,"25 North Broad Street, Woodbury, NJ, 08096",https://www.greatschools.org/new-jersey/woodbury/2266-Woodbury-Jr--Sr-High-School/,100.0,94.54545454545455
Burlington,Florence Township School District,Florence Riverfront School,05-1520-055,"500 Front Street, FLORENCE, NJ, 08518",RIVERFRONTSCHOOL,500EASTFRONTSTREETFLORENCENJ08518,Riverfront School,"500 East Front Street, Florence, NJ, 08518",https://www.greatschools.org/new-jersey/florence-township/593-Riverfront-School/,100.0,94.54545454545455
Morris,Denville Township K-8 School District,Riverview Elementary School,27-1090-070,"33 ST  MARYS PLACE, DENVILLE, NJ, 07834",RIVERVIEWELEMENTARYSCHOOL,33SAINTMARYSPLACEDENVILLENJ07834,Riverview Elementary School,"33 Saint Marys Place, Denville, NJ, 07834",https://www.greatschools.org/new-jersey/denville/395-Riverview-Elementary-School/,100.0,94.54545454545455
Monmouth,LONG BRANCH PUBLIC SCHOOL District,A A Anastasia Elementary School,25-2770-065,"92 SEVENTH AVENUE, LONG BRANCH, NJ, 07740",AAANASTASIAELEMENTARYSCHOOL,927THAVENUELONGBRANCHNJ07740,A.A. Anastasia Elementary School,"92 7th Avenue, Long Branch, NJ, 07740",https://www.greatschools.org/new-jersey/long-branch/1018-A.A.-Anastasia-Elementary-School/,100.0,94.33962264150944
Middlesex,Perth Amboy Public School District,Robert N. Wilentz Elementary School,23-4090-200,"51 FIRST STREET, PERTH AMBOY, NJ, 08861",ROBERTNWILENTZELEMENTARYSCHOOL,511STSTREETPERTHAMBOYNJ08861,Robert N Wilentz Elementary School,"51 1st Street, Perth Amboy, NJ, 08861",https://www.greatschools.org/new-jersey/perth-amboy/3425-Robert-N--Wilentz-Elementary-School/,100.0,94.33962264150944
Camden,Collingswood Public School District,Mark Newbie Elementary School,07-0940-060,"2 EAST BROWNING RD, COLLINGSWOOD, NJ, 08108",MARKNEWBIEELEMENTARYSCHOOL,2EASTBROWNINGROADCOLLINGSWOODNJ08108,Mark Newbie Elementary School,"2 East Browning Road, Collingswood, NJ, 08108",https://www.greatschools.org/new-jersey/collingswood/359-Mark-Newbie-Elementary-School/,100.0,94.11764705882352
Bergen,Englewood Public School District,Dwight Morrow High School/Academies@Englewood,03-1370-040,"274 KNICKERBOCKER RD, ENGLEWOOD, NJ, 07631",DWIGHTMORROWHIGH,274KNICKERBOCKERROADENGLEWOODNJ07631,Dwight Morrow High,"274 Knickerbocker Road, Englewood, NJ, 07631",https://www.greatschools.org/new-jersey/englewood/540-Dwight-Morrow-High/,100.0,94.11764705882352
Camden,Haddon Township School District,Clyde S. Jennings Elementary School,07-1890-070,"100 CEDAR AVENUE, OAKLYN, NJ, 08107",CLYDESJENNINGSELEMENTARYSCHOOL,100WESTCEDARAVENUEOAKLYNNJ08107,Clyde S. Jennings Elementary School,"100 West Cedar Avenue, Oaklyn, NJ, 08107",https://www.greatschools.org/new-jersey/oaklyn/714-Clyde-S.-Jennings-Elementary-School/,100.0,94.11764705882352
Morris,Mountain Lakes Public School District,Mountain Lakes High School,27-3460-050,"96 Powerville Rd., Mountain Lakes, NJ, 07046",MOUNTAINLAKESHIGHSCHOOL,96POWERVILLEROADMOUNTAINLAKESNJ07046,Mountain Lakes High School,"96 Powerville Road, Mountain Lakes, NJ, 07046",https://www.greatschools.org/new-jersey/mountain-lakes/1277-Mountain-Lakes-High-School/,100.0,94.11764705882352
Atlantic,Atlantic City School District,New York Avenue School,01-0110-070,"411 N New York Avenue, Atlantic City, NJ, 08401",NEWYORKAVENUESCHOOL,411NORTHNEWYORKAVENUEATLANTICCITYNJ08401,New York Avenue School,"411 North New York Avenue, Atlantic City, NJ, 08401",https://www.greatschools.org/new-jersey/atlantic-city/49-New-York-Avenue-School/,100.0,94.11764705882352
Camden,Cherry Hill School District,A. Russell Knight Elementary School,07-0800-058,"140 Old Carriage Rd., CHERRY HILL, NJ, 08034",ARUSSELLKNIGHTELEMENTARYSCHOOL,140OLDCARRIAGEROADCHERRYHILLNJ08034,A. Russell Knight Elementary School,"140 Old Carriage Road, Cherry Hill, NJ, 08034",https://www.greatschools.org/new-jersey/cherry-hill/295-A.-Russell-Knight-Elementary-School/,100.0,93.93939393939394
Atlantic,Greater Egg Harbor Regional High School District,Absegami High School,01-1790-040,"201 S  WRANGLEBORO ROAD, GALLOWAY, NJ, 08205",ABSEGAMIHIGHSCHOOL,201SOUTHWRANGLEBOROROADGALLOWAYNJ08205,Absegami High School,"201 South Wrangleboro Road, Galloway, NJ, 08205",https://www.greatschools.org/new-jersey/galloway/688-Absegami-High-School/,100.0,93.75
Camden,Cherry Hill School District,Joseph D. Sharp Elementary School,07-0800-100,"300 Old Orchard Rd., CHERRY HILL, NJ, 08003",JOSEPHDSHARPELEMENTARYSCHOOL,300OLDORCHARDROADCHERRYHILLNJ08003,Joseph D. Sharp Elementary School,"300 Old Orchard Road, Cherry Hill, NJ, 08003",https://www.greatschools.org/new-jersey/cherry-hill/304-Joseph-D.-Sharp-Elementary-School/,100.0,93.75
Camden,Cherry Hill School District,James F. Cooper Elementary School,07-0800-083,"1960 Greentree Rd., CHERRY HILL, NJ, 08003",JAMESFCOOPERELEMENTARYSCHOOL,1960GREENTREEROADCHERRYHILLNJ08003,James F. Cooper Elementary School,"1960 Greentree Road, Cherry Hill, NJ, 08003",https://www.greatschools.org/new-jersey/cherry-hill/302-James-F.-Cooper-Elementary-School/,100.0,93.75
Essex,Essex Fells School District,Essex Fells Elementary School,13-1400-050,"102 HAWTHORNE RD, ESSEX FELLS, NJ, 07021",ESSEXFELLSELEMENTARYSCHOOL,102HAWTHORNEROADESSEXFELLSNJ07021,Essex Fells Elementary School,"102 Hawthorne Road, Essex Fells, NJ, 07021",https://www.greatschools.org/new-jersey/essex-fells/551-Essex-Fells-Elementary-School/,100.0,93.5483870967742
Ocean,Long Beach Island Consolidated School District,Ethel A. Jacobsen Elementary School,29-2760-020,"200 S. BARNEGAT AVENUE, SURF CITY, NJ, 08008",ETHELAJACOBSENELEMENTARYSCHOOL,200SOUTHBARNEGATAVENUESURFCITYNJ08008,Ethel A Jacobsen Elementary School,"200 South Barnegat Avenue, Surf City, NJ, 08008",https://www.greatschools.org/new-jersey/surf-city/1014-Ethel-A-Jacobsen-Elementary-School/,100.0,93.5483870967742
Gloucester,Glassboro School District,J. Harvey Rodgers School,15-1730-080,"301 Georgetown Rd, Glassboro, NJ, 08028",JHARVEYRODGERSSCHOOL,301GEORGETOWNROADGLASSBORONJ08028,J Harvey Rodgers School,"301 Georgetown Road, Glassboro, NJ, 08028",https://www.greatschools.org/new-jersey/glassboro/662-J-Harvey-Rodgers-School/,100.0,93.5483870967742
Gloucester,Deptford Township Public School District,Good Intent Elementary School,15-1100-090,"1555 GOOD INTENT RD, DEPTFORD, NJ, 08096",GOODINTENTELEMENTARYSCHOOL,1555GOODINTENTROADDEPTFORDNJ08096,Good Intent Elementary School,"1555 Good Intent Road, Deptford, NJ, 08096",https://www.greatschools.org/new-jersey/deptford-township/400-Good-Intent-Elementary-School/,100.0,93.5483870967742
Camden,HADDON HEIGHTS School District,Seventh Avenue,07-1880-090,"316 Seventh Avenue, HADDON HEIGHTS, NJ, 08035",SEVENTHAVENUEELEMENTARYSCHOOL,3167THAVENUEHADDONHEIGHTSNJ08035,Seventh Avenue Elementary School,"316 7th Avenue, Haddon Heights, NJ, 08035",https://www.greatschools.org/new-jersey/haddon-heights/711-Seventh-Avenue-Elementary-School/,100.0,93.33333333333333
Camden,Cherry Hill School District,Kingston Elementary School,07-0800-110,"320 Kingston Rd., CHERRY HILL, NJ, 08034",KINGSTONELEMENTARYSCHOOL,320KINGSTONROADCHERRYHILLNJ08034,Kingston Elementary School,"320 Kingston Road, Cherry Hill, NJ, 08034",https://www.greatschools.org/new-jersey/cherry-hill/306-Kingston-Elementary-School/,100.0,93.33333333333333
Bergen,River Vale Public School District,Woodside Elementary School,03-4430-070,"801 RIVERVALE RD, RIVER VALE, NJ, 07675",WOODSIDEELEMENTARYSCHOOL,801RIVERVALEROADRIVERVALENJ07675,Woodside Elementary School,"801 Rivervale Road, River Vale, NJ, 07675",https://www.greatschools.org/new-jersey/river-vale/1748-Woodside-Elementary-School/,100.0,93.33333333333333
Union,Westfield Public School District,Washington Elementary School,39-5730-150,"900 St. Marks Avenue, Westfield, NJ, 07090",WASHINGTONELEMENTARYSCHOOL,900SAINTMARKSAVENUEWESTFIELDNJ07090,Washington Elementary School,"900 Saint Marks Avenue, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2205-Washington-Elementary-School/,100.0,93.33333333333333
Essex,South Orange-Maplewood School District,Clinton Elementary School,13-4900-060,"27 BERKSHIRE RD, MAPLEWOOD, NJ, 07040",CLINTONELEMENTARYSCHOOL,27BERKSHIREROADMAPLEWOODNJ07040,Clinton Elementary School,"27 Berkshire Road, Maplewood, NJ, 07040",https://www.greatschools.org/new-jersey/maplewood/1866-Clinton-Elementary-School/,100.0,93.10344827586206
Cape May,Upper Township School District,Upper Township Elementary School,09-5340-050,"50 OLD TUCKAHOE RD, MARMORA, NJ, 08223",UPPERTOWNSHIPELEMENTARYSCHOOL,50NORTHOLDTUCKAHOEROADMARMORANJ08223,Upper Township Elementary School,"50 North Old Tuckahoe Road, Marmora, NJ, 08223",https://www.greatschools.org/new-jersey/marmora/2033-Upper-Township-Elementary-School/,100.0,93.10344827586206
Camden,Cherry Hill School District,James Johnson Elementary School,07-0800-085,"500 Kresson Rd., CHERRY HILL, NJ, 08034",JAMESJOHNSONELEMENTARYSCHOOL,500KRESSONROADCHERRYHILLNJ08034,James Johnson Elementary School,"500 Kresson Road, Cherry Hill, NJ, 08034",https://www.greatschools.org/new-jersey/cherry-hill/303-James-Johnson-Elementary-School/,100.0,93.10344827586206
Camden,Cherry Hill School District,Thomas Paine Elementary School,07-0800-115,"4001 Church Rd., CHERRY HILL, NJ, 08034",THOMASPAINEELEMENTARYSCHOOL,4001CHURCHROADCHERRYHILLNJ08034,Thomas Paine Elementary School,"4001 Church Road, Cherry Hill, NJ, 08034",https://www.greatschools.org/new-jersey/cherry-hill/308-Thomas-Paine-Elementary-School/,100.0,93.10344827586206
Hunterdon,Hunterdon County Vocational School District,Hunterdon County Vocational School District Central Campus,19-2308-050,"10 Junction Rd, FLEMINGTON, NJ, 08822",HUNTERDONCOUNTYVOCATIONALSCHOOL,10JUNCTIONROADFLEMINGTONNJ08822,Hunterdon County Vocational School,"10 Junction Road, Flemington, NJ, 08822",https://www.greatschools.org/new-jersey/flemington/23-Hunterdon-County-Vocational-School/,100.0,93.10344827586206
Morris,Mountain Lakes Public School District,Wildwood Elementary School,27-3460-080,"51 Glen Rd., Mountain Lakes, NJ, 07046",WILDWOODELEMENTARYSCHOOL,51GLENROADMOUNTAINLAKESNJ07046,Wildwood Elementary School,"51 Glen Road, Mountain Lakes, NJ, 07046",https://www.greatschools.org/new-jersey/mountain-lakes/1280-Wildwood-Elementary-School/,100.0,92.85714285714286
Cumberland,Millville School District,Child Family Center,11-3230-068,"1100 COOMBS RD., MILLVILLE, NJ, 08332",CHILDFAMILYCENTER,1100COOMBSROADMILLVILLENJ08332,Child Family Center,"1100 Coombs Road, Millville, NJ, 08332",https://www.greatschools.org/new-jersey/millville/1195-Child-Family-Center/,100.0,92.85714285714286
Camden,Gibbsboro Elementary School District,Gibbsboro Elementary School,07-1720-020,"37 KIRKWOOD RD, GIBBSBORO, NJ, 08026",GIBBSBOROELEMENTARYSCHOOL,37KIRKWOODROADGIBBSBORONJ08026,Gibbsboro Elementary School,"37 Kirkwood Road, Gibbsboro, NJ, 08026",https://www.greatschools.org/new-jersey/gibbsboro/658-Gibbsboro-Elementary-School/,100.0,92.85714285714286
Bergen,Demarest School District,Demarest Middle School,03-1070-040,"568 PIERMONT RD, DEMAREST, NJ, 07627",DEMARESTMIDDLESCHOOL,568PIERMONTROADDEMARESTNJ07627,Demarest Middle School,"568 Piermont Road, Demarest, NJ, 07627",https://www.greatschools.org/new-jersey/demarest/391-Demarest-Middle-School/,100.0,92.85714285714286
Essex,Montclair Public School District,Edgemont Elementary School,13-3310-110,"20 EDGEMONT RD, MONTCLAIR, NJ, 07042",EDGEMONTELEMENTARYSCHOOL,20EDGEMONTROADMONTCLAIRNJ07042,Edgemont Elementary School,"20 Edgemont Road, Montclair, NJ, 07042",https://www.greatschools.org/new-jersey/montclair/1218-Edgemont-Elementary-School/,100.0,92.85714285714286
Hunterdon,Clinton Township School District,Round Valley,19-0920-040,"128  COKESBURY RD, LEBANON, NJ, 08833",ROUNDVALLEYMIDDLESCHOOL,128COKESBURYROADLEBANONNJ08833,Round Valley Middle School,"128 Cokesbury Road, Lebanon, NJ, 08833",https://www.greatschools.org/new-jersey/lebanon/352-Round-Valley-Middle-School/,100.0,92.85714285714286
