county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,rating_band,rating,gs_name_enc,gs_address_enc,fuzzy_name_score,fuzzy_address_score
Monmouth,Middletown Township Public School District,Navesink Elementary School,25-3160-140,"151 MONMOUTH AVENUE, ATLANTIC HIGHLANDS, NJ, 07716",NAVESINKELEMENTARYSCHOOL,151MONMOUTHAVENUEATLANTICHIGHLANDSNJ07716,Navesink Elementary School,"151 Monmouth Avenue, Atlantic Highlands, NJ, 07716",https://www.greatschools.org/new-jersey/atlantic-highlands/1172-Navesink-Elementary-School/,Above average,8.0,NAVESINKELEMENTARYSCHOOL,151MONMOUTHAVENUEATLANTICHIGHLANDSNJ07716,100.0,100.0
Monmouth,LONG BRANCH PUBLIC SCHOOL District,Long Branch High School,25-2770-050,"404 Indiana Avenue, LONG BRANCH, NJ, 07740",LONGBRANCHHIGHSCHOOL,404INDIANAAVENUELONGBRANCHNJ07740,Long Branch High School,"404 Indiana Avenue, Long Branch, NJ, 07740",https://www.greatschools.org/new-jersey/long-branch/1016-Long-Branch-High-School/,Below average,2.0,LONGBRANCHHIGHSCHOOL,404INDIANAAVENUELONGBRANCHNJ07740,100.0,100.0
Essex,Bloomfield Township School District,Watsessing Elementary School,13-0410-150,"71 Prospect Street, Bloomfield, NJ, 07003",WATSESSINGELEMENTARYSCHOOL,71PROSPECTSTREETBLOOMFIELDNJ07003,Watsessing Elementary School,"71 Prospect Street, Bloomfield, NJ, 07003",https://www.greatschools.org/new-jersey/bloomfield/148-Watsessing-Elementary-School/,Above average,7.0,WATSESSINGELEMENTARYSCHOOL,71PROSPECTSTREETBLOOMFIELDNJ07003,100.0,100.0
Charters,Bergen Arts and Science Charter School,Bergen Arts and Sciences Charter School,80-6013-900,"200 MACARTHUR AVENUE, GARFIELD, NJ, 07026",BERGENARTSANDSCIENCESCHARTERSCHOOL,200MACARTHURAVENUEGARFIELDNJ07026,Bergen Arts And Sciences Charter School,"200 Macarthur Avenue, Garfield, NJ, 07026",https://www.greatschools.org/new-jersey/garfield/7062-Bergen-Arts-And-Sciences-Charter-School/,Average,5.0,BERGENARTSANDSCIENCESCHARTERSCHOOL,200MACARTHURAVENUEGARFIELDNJ07026,100.0,100.0
Gloucester,Woodbury City Public School District,Evergreen Avenue Elementary School,15-5860-090,"160 North Evergreen Avenue, Woodbury, NJ, 08096",EVERGREENAVENUEELEMENTARYSCHOOL,160NORTHEVERGREENAVENUEWOODBURYNJ08096,Evergreen Avenue Elementary School,"160 North Evergreen Avenue, Woodbury, NJ, 08096",https://www.greatschools.org/new-jersey/woodbury/2267-Evergreen-Avenue-Elementary-School/,Below average,4.0,EVERGREENAVENUEELEMENTARYSCHOOL,160NORTHEVERGREENAVENUEWOODBURYNJ08096,100.0,100.0
Middlesex,Piscataway Township School District,Quibbletown Middle School,23-4130-055,"99 ACADEMY STREET, PISCATAWAY, NJ, 08854",QUIBBLETOWNMIDDLESCHOOL,99ACADEMYSTREETPISCATAWAYNJ08854,Quibbletown Middle School,"99 Academy Street, Piscataway, NJ, 08854",https://www.greatschools.org/new-jersey/piscataway/1630-Quibbletown-Middle-School/,Average,5.0,QUIBBLETOWNMIDDLESCHOOL,99ACADEMYSTREETPISCATAWAYNJ08854,100.0,100.0
Somerset,Bridgewater-Raritan Regional School District,Bridgewater-Raritan Middle School,35-0555-010,"128 Merriwood Road, Bridgewater, NJ, 08807",BRIDGEWATERRARITANMIDDLESCHOOL,128MERRIWOODROADBRIDGEWATERNJ08807,Bridgewater-Raritan Middle School,"128 Merriwood Road, Bridgewater, NJ, 08807",https://www.greatschools.org/new-jersey/bridgewater-township/193-Brdgwtr--Raritn-Middle-School/,Average,6.0,BRIDGEWATERRARITANMIDDLESCHOOL,128MERRIWOODROADBRIDGEWATERNJ08807,100.0,100.0
Bergen,Fort Lee School District,School No. 1,03-1550-060,"250 HOYM STREET, FORT LEE, NJ, 07024",SCHOOLNO1,250HOYMSTREETFORTLEENJ07024,School No. 1,"250 Hoym Street, Fort Lee, NJ, 07024",https://www.greatschools.org/new-jersey/fort-lee/599-Number-1-Elementary-School/,Above average,9.0,SCHOOLNO1,250HOYMSTREETFORTLEENJ07024,100.0,100.0
Bergen,Ridgewood Public School District,Somerville Elementary School,03-4390-100,"45 SOUTH PLEASANT AVE, RIDGEWOOD, NJ, 07451",SOMERVILLEELEMENTARYSCHOOL,45SOUTHPLEASANTAVERIDGEWOODNJ07451,Somerville Elementary School,"45 SOUTH PLEASANT AVE, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1736-Somerville-Elementary-School/,Above average,10.0,SOMERVILLEELEMENTARYSCHOOL,45SOUTHPLEASANTAVERIDGEWOODNJ07451,100.0,100.0
Union,Hillside Public School District,Hillside Innovation Academy,39-2190-300,"195 Virginia St-1100 Woodruff Ave, Hillside, NJ, 07205",HILLSIDEINNOVATIONACADEMY,195VIRGINIAST1100WOODRUFFAVEHILLSIDENJ07205,Hillside Innovation Academy,"195 Virginia St-1100 Woodruff Ave, Hillside, NJ, 07205",https://www.greatschools.org/new-jersey/hillside/9246-Hillside-Innovation-Academy/,Below average,4.0,HILLSIDEINNOVATIONACADEMY,195VIRGINIAST1100WOODRUFFAVEHILLSIDENJ07205,100.0,100.0
Morris,Parsippany-Troy Hills Township School District,Intervale Elementary School,27-3950-064,"60 Pitt Road, Boonton, NJ, 07005",INTERVALEELEMENTARYSCHOOL,60PITTROADBOONTONNJ07005,Intervale Elementary School,"60 Pitt Road, Boonton, NJ, 07005",https://www.greatschools.org/new-jersey/boonton/1507-Intervale-Elementary-School/,Average,6.0,INTERVALEELEMENTARYSCHOOL,60PITTROADBOONTONNJ07005,100.0,100.0
Bergen,Waldwick School District,Waldwick Middle School,03-5410-070,"155 WYCKOFF AVENUE, WALDWICK, NJ, 07463",WALDWICKMIDDLESCHOOL,155WYCKOFFAVENUEWALDWICKNJ07463,Waldwick Middle School,"155 Wyckoff Avenue, Waldwick, NJ, 07463",https://www.greatschools.org/new-jersey/waldwick/4209-Waldwick-Middle-School/,Above average,7.0,WALDWICKMIDDLESCHOOL,155WYCKOFFAVENUEWALDWICKNJ07463,100.0,100.0
Middlesex,Woodbridge Township School District,Menlo Park Terrace Elementary School,23-5850-230,"19 MARYKNOLL ROAD, METUCHEN, NJ, 08840",MENLOPARKTERRACEELEMENTARYSCHOOL,19MARYKNOLLROADMETUCHENNJ08840,Menlo Park Terrace Elementary School,"19 Maryknoll Road, Metuchen, NJ, 08840",https://www.greatschools.org/new-jersey/metuchen/2259-Menlo-Park-Terrace-Elementary-School/,Average,5.0,MENLOPARKTERRACEELEMENTARYSCHOOL,19MARYKNOLLROADMETUCHENNJ08840,100.0,100.0
Hunterdon,Clinton-Glen Gardner School District,Clinton Public School,19-0910-030,"10 SCHOOL STREET, CLINTON, NJ, 08809",CLINTONPUBLICSCHOOL,10SCHOOLSTREETCLINTONNJ08809,Clinton Public School,"10 School Street, Clinton, NJ, 08809",https://www.greatschools.org/new-jersey/clinton/350-Clinton-Public-School/,Above average,8.0,CLINTONPUBLICSCHOOL,10SCHOOLSTREETCLINTONNJ08809,100.0,100.0
Monmouth,Freehold Regional High School District,Marlboro High School,25-1650-080,"95 NORTH MAIN STREET, MARLBORO, NJ, 07746",MARLBOROHIGHSCHOOL,95NORTHMAINSTREETMARLBORONJ07746,Marlboro High School,"95 North Main Street, Marlboro, NJ, 07746",https://www.greatschools.org/new-jersey/marlboro/631-Marlboro-High-School/,Above average,7.0,MARLBOROHIGHSCHOOL,95NORTHMAINSTREETMARLBORONJ07746,100.0,100.0
Passaic,Paterson Public School District,New Roberto Clemente,31-4010-316,"482-506 MARKET STREET, PATERSON, NJ, 07501",NEWROBERTOCLEMENTE,482506MARKETSTREETPATERSONNJ07501,New Roberto Clemente,"482-506 MARKET STREET, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/6910-New-Roberto-Clemente/,Below average,1.0,NEWROBERTOCLEMENTE,482506MARKETSTREETPATERSONNJ07501,100.0,100.0
Essex,Newark Public School District,West Side High School,13-3570-080,"403 South Orange Avenue, Newark, NJ, 07103",WESTSIDEHIGHSCHOOL,403SOUTHORANGEAVENUENEWARKNJ07103,West Side High School,"403 South Orange Avenue, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/1325-West-Side-High-School/,Below average,1.0,WESTSIDEHIGHSCHOOL,403SOUTHORANGEAVENUENEWARKNJ07103,100.0,100.0
Passaic,Passaic City School District,Passaic Academy for Science and Engineering,31-3970-301,"291 Lafayette Avenue, Passaic, NJ, 07055",PASSAICACADEMYFORSCIENCEANDENGINEERING,291LAFAYETTEAVENUEPASSAICNJ07055,Passaic Academy For Science And Engineering,"291 Lafayette Avenue, Passaic, NJ, 07055",https://www.greatschools.org/new-jersey/passaic/8899-Passaic-Academy-For-Science-And-Engineering/,Above average,7.0,PASSAICACADEMYFORSCIENCEANDENGINEERING,291LAFAYETTEAVENUEPASSAICNJ07055,100.0,100.0
Middlesex,East Brunswick Township School District,Irwin Elementary School,23-1170-090,"71 RACETRACK ROAD, EAST BRUNSWICK, NJ, 08816",IRWINELEMENTARYSCHOOL,71RACETRACKROADEASTBRUNSWICKNJ08816,Irwin Elementary School,"71 Racetrack Road, East Brunswick, NJ, 08816",https://www.greatschools.org/new-jersey/east-brunswick/433-Irwin-School/,Below average,4.0,IRWINELEMENTARYSCHOOL,71RACETRACKROADEASTBRUNSWICKNJ08816,100.0,100.0
Union,Westfield Public School District,Westfield Senior High School,39-5730-050,"550 Dorian Road, Westfield, NJ, 07090",WESTFIELDSENIORHIGHSCHOOL,550DORIANROADWESTFIELDNJ07090,Westfield Senior High School,"550 Dorian Road, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2198-Westfield-Senior-High-School/,Above average,8.0,WESTFIELDSENIORHIGHSCHOOL,550DORIANROADWESTFIELDNJ07090,100.0,100.0
Union,Berkeley Heights School District,Governor Livingston High School,39-0310-005,"175 WATCHUNG BOULEVARD, BERKELEY HEIGHTS, NJ, 07922",GOVERNORLIVINGSTONHIGHSCHOOL,175WATCHUNGBOULEVARDBERKELEYHEIGHTSNJ07922,Governor Livingston High School,"175 WATCHUNG BOULEVARD, Berkeley Heights, NJ, 07922",https://www.greatschools.org/new-jersey/new-providence/115-Governor-Livingston-High-School/,Above average,7.0,GOVERNORLIVINGSTONHIGHSCHOOL,175WATCHUNGBOULEVARDBERKELEYHEIGHTSNJ07922,100.0,100.0
Passaic,Paterson Public School District,Alexander Hamilton Academy,31-4010-043,"11  27 16TH AVENUE, PATERSON, NJ, 07501",ALEXANDERHAMILTONACADEMY,112716THAVENUEPATERSONNJ07501,Alexander Hamilton Academy,"11-27 16TH AVENUE, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/3459-Alexander-Hamilton-Academy/,Below average,2.0,ALEXANDERHAMILTONACADEMY,112716THAVENUEPATERSONNJ07501,100.0,100.0
Passaic,Paterson Public School District,School 20,31-4010-240,"500 EAST 37TH STREET, PATERSON, NJ, 07504",SCHOOL20,500EAST37THSTREETPATERSONNJ07504,School 20,"500 East 37th Street, Paterson, NJ, 07504",https://www.greatschools.org/new-jersey/paterson/1558-Number-20-Elementary-School/,Below average,3.0,SCHOOL20,500EAST37THSTREETPATERSONNJ07504,100.0,100.0
Burlington,Lenape Regional High School District,Seneca High School,05-2610-070,"110 CARRANZA ROAD, TABERNACLE, NJ, 08088",SENECAHIGHSCHOOL,110CARRANZAROADTABERNACLENJ08088,Seneca High School,"110 Carranza Road, Tabernacle, NJ, 08088",https://www.greatschools.org/new-jersey/tabernacle/4138-Seneca-High-School/,Below average,4.0,SENECAHIGHSCHOOL,110CARRANZAROADTABERNACLENJ08088,100.0,100.0
Essex,Newark Public School District,Louise A. Spencer Elementary School,13-3570-495,"66 MUHAMMAD ALI AVENUE, NEWARK, NJ, 07108",LOUISEASPENCERELEMENTARYSCHOOL,66MUHAMMADALIAVENUENEWARKNJ07108,Louise A. Spencer Elementary School,"66 Muhammad Ali Avenue, Newark, NJ, 07108",https://www.greatschools.org/new-jersey/newark/1359-Louise-A.-Spencer-Elementary-School/,Average,5.0,LOUISEASPENCERELEMENTARYSCHOOL,66MUHAMMADALIAVENUENEWARKNJ07108,100.0,100.0
Monmouth,Colts Neck Township School District,Cedar Drive Middle School,25-0945-030,"73 CEDAR DRIVE, COLTS NECK, NJ, 07722",CEDARDRIVEMIDDLESCHOOL,73CEDARDRIVECOLTSNECKNJ07722,Cedar Drive Middle School,"73 Cedar Drive, Colts Neck, NJ, 07722",https://www.greatschools.org/new-jersey/colts-neck/363-Cedar-Drive-Middle-School/,Above average,8.0,CEDARDRIVEMIDDLESCHOOL,73CEDARDRIVECOLTSNECKNJ07722,100.0,100.0
Camden,Haddon Township School District,Van Sciver Elementary School,07-1890-100,"625 RHOADS AVENUE, HADDONFIELD, NJ, 08033",VANSCIVERELEMENTARYSCHOOL,625RHOADSAVENUEHADDONFIELDNJ08033,Van Sciver Elementary School,"625 RHOADS AVENUE, Haddonfield, NJ, 08033",https://www.greatschools.org/new-jersey/haddon-township/717-Van-Sciver-Elementary-School/,Average,6.0,VANSCIVERELEMENTARYSCHOOL,625RHOADSAVENUEHADDONFIELDNJ08033,100.0,100.0
Passaic,Clifton Public School District,School #1,31-0900-080,"158 PARK SLOPE, CLIFTON, NJ, 07011",SCHOOL#1,158PARKSLOPECLIFTONNJ07011,School #1,"158 Park Slope, Clifton, NJ, 07011",https://www.greatschools.org/new-jersey/clifton/337-Number-1-Elementary-School/,Average,6.0,SCHOOL#1,158PARKSLOPECLIFTONNJ07011,100.0,100.0
Ocean,Toms River Regional School District,North Dover Elementary School,29-5190-080,"1759 NEW HAMPSHIRE AVENUE, TOMS RIVER, NJ, 08753",NORTHDOVERELEMENTARYSCHOOL,1759NEWHAMPSHIREAVENUETOMSRIVERNJ08753,North Dover Elementary School,"1759 NEW HAMPSHIRE AVENUE, Toms River, NJ, 08753",https://www.greatschools.org/new-jersey/toms-river/1956-North-Dover-Elementary-School/,Below average,4.0,NORTHDOVERELEMENTARYSCHOOL,1759NEWHAMPSHIREAVENUETOMSRIVERNJ08753,100.0,100.0
Ocean,Tuckerton Borough School District,Tuckerton Elementary School,29-5220-050,"MARINE STREET, TUCKERTON, NJ, 08087",TUCKERTONELEMENTARYSCHOOL,MARINESTREETTUCKERTONNJ08087,Tuckerton Elementary School,"Marine Street, Tuckerton, NJ, 08087",https://www.greatschools.org/new-jersey/tuckerton/1990-Tuckerton-Elementary-School/,Below average,3.0,TUCKERTONELEMENTARYSCHOOL,MARINESTREETTUCKERTONNJ08087,100.0,100.0
Monmouth,Hazlet Township Public School District,Lillian Drive School,25-2105-085,"28 LILLIAN DRIVE, HAZLET, NJ, 07730",LILLIANDRIVESCHOOL,28LILLIANDRIVEHAZLETNJ07730,Lillian Drive School,"28 Lillian Drive, Hazlet, NJ, 07730",https://www.greatschools.org/new-jersey/hazlet/1712-Lillian-Drive-School/,Average,6.0,LILLIANDRIVESCHOOL,28LILLIANDRIVEHAZLETNJ07730,100.0,100.0
Passaic,Little Falls Township Public School District,Little Falls Township Public School # 3,31-2700-070,"Little Falls School # 3, LITTLE FALLS, NJ, 07424",LITTLEFALLSTOWNSHIPPUBLICSCHOOL#3,LITTLEFALLSSCHOOL#3LITTLEFALLSNJ07424,Little Falls Township Public School # 3,"Little Falls School # 3, Little Falls, NJ, 07424",https://www.greatschools.org/new-jersey/little-falls/3493-Number-3/,Above average,8.0,LITTLEFALLSTOWNSHIPPUBLICSCHOOL#3,LITTLEFALLSSCHOOL#3LITTLEFALLSNJ07424,100.0,100.0
Mercer,Hopewell Valley Regional School District,Stony Brook Elementary School,21-2280-065,"20 STEPHENSON ROAD, PENNINGTON, NJ, 08534",STONYBROOKELEMENTARYSCHOOL,20STEPHENSONROADPENNINGTONNJ08534,Stony Brook Elementary School,"20 Stephenson Road, Pennington, NJ, 08534",https://www.greatschools.org/new-jersey/pennington/3491-Stony-Brook-Elementary-School/,Above average,10.0,STONYBROOKELEMENTARYSCHOOL,20STEPHENSONROADPENNINGTONNJ08534,100.0,100.0
Camden,"KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation","KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation",07-1799-111,"525 Clinton Street, Camden, NJ, 08103",KIPP:COOPERNORCROSSANEWJERSEYNONPROFITCORPORATION,525CLINTONSTREETCAMDENNJ08103,Kipp: Cooper Norcross A New Jersey Nonprofit Corporation,"525 Clinton Street, Camden, NJ, 08103",https://www.greatschools.org/new-jersey/camden/8831-Kipp-Cooper-Norcross-A-New-Jersey-Nonprofit-Corporation/,Below average,4.0,KIPP:COOPERNORCROSSANEWJERSEYNONPROFITCORPORATION,525CLINTONSTREETCAMDENNJ08103,100.0,100.0
Hudson,Jersey City Public Schools,Rev. Dr. Ercel F. Webb School,17-2390-200,"264 VAN HORNE STREET, JERSEY CITY, NJ, 07304",REVDRERCELFWEBBSCHOOL,264VANHORNESTREETJERSEYCITYNJ07304,Rev. Dr. Ercel F. Webb School,"264 Van Horne Street, Jersey City, NJ, 07304",https://www.greatschools.org/new-jersey/jersey-city/889-Number-22-Elementary-School/,Average,5.0,REVDRERCELFWEBBSCHOOL,264VANHORNESTREETJERSEYCITYNJ07304,100.0,100.0
Camden,Camden City School District,Yorkship Elementary School,07-0680-360,"1251 Collings Road, CAMDEN, NJ, 08104",YORKSHIPELEMENTARYSCHOOL,1251COLLINGSROADCAMDENNJ08104,Yorkship Elementary School,"1251 Collings Road, Camden, NJ, 08104",https://www.greatschools.org/new-jersey/camden/266-Yorkship-Elementary-School/,Below average,1.0,YORKSHIPELEMENTARYSCHOOL,1251COLLINGSROADCAMDENNJ08104,100.0,100.0
Hudson,Bayonne School District,Bayonne High School,17-0220-020,"669 AVENUE A, BAYONNE, NJ, 07002",BAYONNEHIGHSCHOOL,669AVENUEABAYONNENJ07002,Bayonne High School,"669 Avenue A, Bayonne, NJ, 07002",https://www.greatschools.org/new-jersey/bayonne/68-Bayonne-High-School/,Below average,3.0,BAYONNEHIGHSCHOOL,669AVENUEABAYONNENJ07002,100.0,100.0
Bergen,Franklin Lakes School District,Colonial Road School,03-1580-040,"749 Colonial Road, Franklin Lakes, NJ, 07417",COLONIALROADSCHOOL,749COLONIALROADFRANKLINLAKESNJ07417,Colonial Road School,"749 Colonial Road, Franklin Lakes, NJ, 07417",https://www.greatschools.org/new-jersey/franklin-lakes/4205-Colonial-Road-School/,Above average,8.0,COLONIALROADSCHOOL,749COLONIALROADFRANKLINLAKESNJ07417,100.0,100.0
Warren,Blairstown Elementary Township School District,Blairstown Elementary School,41-0400-030,"1 SUNSET HILL ROAD, BLAIRSTOWN, NJ, 07825",BLAIRSTOWNELEMENTARYSCHOOL,1SUNSETHILLROADBLAIRSTOWNNJ07825,Blairstown Elementary School,"1 Sunset Hill Road, Blairstown, NJ, 07825",https://www.greatschools.org/new-jersey/blairstown/137-Blairstown-Elementary-School/,Below average,4.0,BLAIRSTOWNELEMENTARYSCHOOL,1SUNSETHILLROADBLAIRSTOWNNJ07825,100.0,100.0
Charters,The Ethical Community Charter School,The Ethical Community Charter School,80-6030-912,"95 Broadway, JERSEY CITY, NJ, 07306",THEETHICALCOMMUNITYCHARTERSCHOOL,95BROADWAYJERSEYCITYNJ07306,The Ethical Community Charter School,"95 Broadway, Jersey City, NJ, 07306",https://www.greatschools.org/new-jersey/jersey-city/7110-The-Ethical-Community-Charter-School/,Below average,3.0,THEETHICALCOMMUNITYCHARTERSCHOOL,95BROADWAYJERSEYCITYNJ07306,100.0,100.0
Monmouth,Deal Boro School District,Deal Elementary School,25-1000-040,"201 ROSELD AVENUE, DEAL, NJ, 07723",DEALELEMENTARYSCHOOL,201ROSELDAVENUEDEALNJ07723,Deal Elementary School,"201 Roseld Avenue, Deal, NJ, 07723",https://www.greatschools.org/new-jersey/deal/380-Deal-Elementary-School/,Average,6.0,DEALELEMENTARYSCHOOL,201ROSELDAVENUEDEALNJ07723,100.0,100.0
Morris,Morris County Vocational School District,Morris County School of Technology,27-3365-050,"400 EAST MAIN STREET, DENVILLE, NJ, 07834",MORRISCOUNTYSCHOOLOFTECHNOLOGY,400EASTMAINSTREETDENVILLENJ07834,Morris County School Of Technology,"400 East Main Street, Denville, NJ, 07834",https://www.greatschools.org/new-jersey/denville/1244-Morris-Co-School-Of-Tech/,Above average,9.0,MORRISCOUNTYSCHOOLOFTECHNOLOGY,400EASTMAINSTREETDENVILLENJ07834,100.0,100.0
Monmouth,Asbury Park School District,Asbury Park High School,25-0100-010,"1001 SUNSET AVENUE, ASBURY PARK, NJ, 07712",ASBURYPARKHIGHSCHOOL,1001SUNSETAVENUEASBURYPARKNJ07712,Asbury Park High School,"1001 Sunset Avenue, Asbury Park, NJ, 07712",https://www.greatschools.org/new-jersey/asbury-park/39-Asbury-Park-High-School/,Below average,1.0,ASBURYPARKHIGHSCHOOL,1001SUNSETAVENUEASBURYPARKNJ07712,100.0,100.0
Bergen,Alpine School District,Alpine Elementary School,03-0080-010,"500 HILLSIDE AVENUE, ALPINE, NJ, 07620",ALPINEELEMENTARYSCHOOL,500HILLSIDEAVENUEALPINENJ07620,Alpine Elementary School,"500 Hillside Avenue, Alpine, NJ, 07620",https://www.greatschools.org/new-jersey/alpine/35-Alpine-Elementary-School/,Above average,10.0,ALPINEELEMENTARYSCHOOL,500HILLSIDEAVENUEALPINENJ07620,100.0,100.0
Monmouth,Monmouth County Vocational School District,Academy of Law & Public Safety,25-3260-301,"255 West End Avenue, Long Branch, NJ, 07740",ACADEMYOFLAW&PUBLICSAFETY,255WESTENDAVENUELONGBRANCHNJ07740,Academy Of Law & Public Safety,"255 West End Avenue, Long Branch, NJ, 07740",https://www.greatschools.org/new-jersey/long-branch/7432-Academy-Of-Law--Public-Safety/,Average,6.0,ACADEMYOFLAW&PUBLICSAFETY,255WESTENDAVENUELONGBRANCHNJ07740,100.0,100.0
Ocean,Toms River Regional School District,West Dover Elementary School,29-5190-120,"50 BLUE JAY DRIVE, TOMS RIVER, NJ, 08753",WESTDOVERELEMENTARYSCHOOL,50BLUEJAYDRIVETOMSRIVERNJ08753,West Dover Elementary School,"50 BLUE JAY DRIVE, Toms River, NJ, 08753",https://www.greatschools.org/new-jersey/toms-river/1962-West-Dover-Elementary-School/,Below average,2.0,WESTDOVERELEMENTARYSCHOOL,50BLUEJAYDRIVETOMSRIVERNJ08753,100.0,100.0
Warren,Franklin Township School District,Franklin Township School,41-1620-050,"52 ASBURY  BROADWAY ROAD, WASHINGTON, NJ, 07882",FRANKLINTOWNSHIPSCHOOL,52ASBURYBROADWAYROADWASHINGTONNJ07882,Franklin Township School,"52 Asbury Broadway Road, Washington, NJ, 07882",https://www.greatschools.org/new-jersey/washington/621-Franklin-Township-School/,Above average,7.0,FRANKLINTOWNSHIPSCHOOL,52ASBURYBROADWAYROADWASHINGTONNJ07882,100.0,100.0
Bergen,Fair Lawn Public School District,Westmoreland Elementary School,03-1450-160,"16-50 Parmelee Ave., FAIR LAWN, NJ, 07410",WESTMORELANDELEMENTARYSCHOOL,1650PARMELEEAVEFAIRLAWNNJ07410,Westmoreland Elementary School,"16-50 Parmelee Ave., Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/577-Westmoreland-Elementary-School/,Above average,7.0,WESTMORELANDELEMENTARYSCHOOL,1650PARMELEEAVEFAIRLAWNNJ07410,100.0,100.0
Morris,Randolph Township School District,Center Grove School,27-4330-057,"25 SCHOOL HOUSE ROAD, RANDOLPH, NJ, 07869",CENTERGROVESCHOOL,25SCHOOLHOUSEROADRANDOLPHNJ07869,Center Grove School,"25 Schoolhouse Road, Randolph, NJ, 07869",https://www.greatschools.org/new-jersey/randolph/1704-Center-Grove-Elementary-School/,Above average,8.0,CENTERGROVESCHOOL,25SCHOOLHOUSEROADRANDOLPHNJ07869,100.0,100.0
Camden,Stratford School District,Samuel S. Yellin Elementary School,07-5080-060,"111 WARWICK ROAD, STRATFORD, NJ, 08084",SAMUELSYELLINELEMENTARYSCHOOL,111WARWICKROADSTRATFORDNJ08084,Samuel S. Yellin Elementary School,"111 Warwick Road, Stratford, NJ, 08084",https://www.greatschools.org/new-jersey/stratford/1915-Samuel-S.-Yellin-Elementary-School/,Average,5.0,SAMUELSYELLINELEMENTARYSCHOOL,111WARWICKROADSTRATFORDNJ08084,100.0,100.0
